报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),16495,21725,58044,13553,9497,4312,9922,681,399,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),1530,2259,3079,3012,6035,1980,456,34,,
应收账款(万元),76711,61916,58447,60210,45942,28375,30498,12288,6715,
预付款项(万元),7998,5755,5193,4453,2164,4318,6909,4770,3868,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,86,38,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,5680,,4559,3267,2903,2548,1266,1670,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),19609,17713,12228,11951,8018,10148,9747,6304,5209,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),20000,20000,0,2000,0,250,163,106,,
流动资产合计(万元),146153,135050,142635,99738,74923,52285,60244,25536,17899,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,300,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,1686,,1654,1625,,1165,,,
累计折旧(万元),,983,,832,559,,438,,,
固定资产净值(万元),,704,,822,1066,,727,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,704,,822,1066,725,727,521,264,
在建工程(万元),,,,,,,,,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),1114,1161,1205,1253,1299,2544,1388,38,44,
开发支出(万元),,,,,,,,374,322,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,38,42,47,66,82,93,33,58,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),1560,1511,1426,1253,1271,1193,625,363,252,
其他非流动资产(万元),,,,,,,,,,
非流动资产合计(万元),3390,3413,3452,3374,3702,4544,2832,1329,1240,
资产总计(万元),149543,138463,146087,103112,78624,56829,63076,26865,19139,
短期借款(万元),5500,5500,12200,15200,6549,,,2000,7980,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),2696,2013,,1956,682,,,,,
应付账款(万元),18972,15687,,15664,12020,14232,14099,2783,2053,
预收账款(万元),2969,2648,2691,3499,2409,302,288,437,65,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1454,1026,616,1658,1015,230,920,592,241,
应交税费(万元),2155,1392,2375,2819,3700,210,2744,1514,671,
应付利息(万元),7,7,18,22,6,,,371,167,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,34,,37,106,18,19,30,104,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),33888,28308,35310,40856,26488,14992,18071,7727,11282,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),593,505,486,454,382,307,339,163,136,
长期递延收益(万元),474,564,,214,281,,,,100,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,244,,,,,,,
非流动负债合计(万元),1067,1069,730,667,663,307,339,163,236,
负债合计(万元),34955,29377,36041,41523,27152,15298,18410,7889,11518,
实收资本(或股本)(万元),13336,13336,13336,10000,10000,10000,10000,4396,2500,
资本公积(万元),73321,73321,73321,27665,27665,28342,27665,7143,,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),2527,2527,2527,2527,1428,710,668,744,512,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),25243,19683,20671,21153,11992,2175,6009,6693,4609,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),114427,108867,109855,61345,51085,41227,44342,18976,7621,
少数股东权益(万元),161,218,192,244,387,304,324,,,
所有者权益(或股东权益)合计(万元),114588,109086,110047,61589,51472,41531,44667,18976,7621,
负债和所有者权益(或股东权益)总计(万元),149543,138463,146087,103112,78624,56829,63076,26865,19139,		
