报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),10801,28325,17161,14070,14849,18405,12407,20959,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,3000,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),13815,5119,11390,11355,11507,,,,
应收账款(万元),55220,42582,50372,40162,48108,,,,
预付款项(万元),1050,300,275,1460,155,213,684,264,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,,,,,,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),31496,35160,22536,29336,26912,21548,16964,19485,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),9878,9796,11581,9749,10280,6085,2248,1485,
流动资产合计(万元),127230,130967,121784,114739,113106,101227,81928,98831,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),493,270,270,,,,250,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,110776,100780,,,,,,
累计折旧(万元),,42947,38552,,,,,,
固定资产净值(万元),,67829,62228,,,,,,
固定资产减值准备(万元),,8,8,,,,,,
固定资产(万元),,67821,62220,,,,,,
在建工程(万元),,,,,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),6466,5344,5404,5379,5410,5472,5192,4671,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),528,66,34,37,42,40,40,65,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),1497,1487,1497,1447,1551,1397,1399,1281,
其他非流动资产(万元),,,,,,,,,
非流动资产合计(万元),159320,144922,130133,112623,108638,96445,66544,45255,
资产总计(万元),286550,275888,251918,227362,221744,197672,148471,144086,
短期借款(万元),64139,78905,70712,64172,57875,56174,46520,53570,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),22595,18644,24317,23920,20531,,,,
应付账款(万元),40629,28556,25119,20704,27933,,,,
预收账款(万元),,11,612,1079,451,554,327,303,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),567,543,1154,292,447,899,677,513,
应交税费(万元),4636,5133,7136,1696,4301,4760,5785,5299,
应付利息(万元),,,,,,,,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,170,155,,,,,,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),3050,3050,3000,1100,1100,1000,,,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),137518,135920,132206,113118,112932,106928,97907,112085,
长期借款(万元),15800,15800,16000,18850,18850,6700,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),2721,2555,2646,2769,2799,2951,2411,1811,
递延所得税负债(万元),201,226,201,166,253,154,114,58,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),23760,22441,18848,21786,21902,9806,4461,1869,
负债合计(万元),161277,158362,151054,134904,134834,116733,102368,113954,
实收资本(或股本)(万元),36000,36000,36000,36000,36000,36000,17700,17700,
资本公积(万元),16096,16096,16096,16096,16096,16096,369,1561,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),1344,1344,1344,677,677,677,1764,958,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),71833,64087,47424,39686,34137,28167,26270,9912,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),125273,117527,100864,92458,86909,80939,46103,30132,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),125273,117527,100864,92458,86909,80939,46103,30132,
负债和所有者权益(或股东权益)总计(万元),286550,275888,251918,227362,221744,197672,148471,144086,		
