报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),70436,66898,52970,61310,110816,132496,63419,48191,45471,37286,29004,13872,29803,24785,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),28828,19560,16857,15721,21166,10816,24112,4850,17153,13771,6938,15900,3109,8160,
应收账款(万元),145619,129244,107372,116019,117391,112118,82223,124322,99057,84578,58784,55375,30731,28270,
预付款项(万元),8231,9410,8140,8115,27222,20730,23797,16803,20446,9665,15176,13421,13961,15110,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),11,24,27,12,80,0,0,0,0,,0,1,,0,
应收股利(万元),,,,,,,,,0,,,,,,
其他应收款(万元),,724,,1055,,1197,817,796,705,704,990,809,607,506,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),159841,158670,146948,137050,149735,131448,136645,112493,96733,77326,49324,48148,43437,43814,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),4017,8033,10390,12060,12983,4586,5763,,,,,,,,
流动资产合计(万元),417682,392563,343472,351342,440618,413391,336776,307455,279567,223331,160216,147526,121648,120645,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,2,1317,1295,1394,1400,1301,1452,874,865,1113,1009,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),13198,12978,13289,13250,14553,14648,15520,14916,12426,11156,11185,9990,7600,6245,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,368489,,357738,,326486,,303875,279396,246795,178114,,,,
累计折旧(万元),,162326,,152885,,140983,,127660,118045,96428,72090,,,,
固定资产净值(万元),,206163,,204853,,185503,,176215,161351,150366,106024,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,206163,,204853,190615,185503,174787,176215,161351,150366,106024,105830,89123,71462,
在建工程(万元),,12560,,8171,16661,19459,21022,19311,13999,15329,11071,5823,7869,8976,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,601,,26,,95,89,,,,,11,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),18954,18410,18581,19273,19970,20486,20762,21913,25635,27545,11339,11015,7886,5040,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,11056,11056,,,,,
长期待摊费用(万元),1975,2038,1940,2247,882,1024,1052,984,688,627,193,152,151,80,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),6873,6116,5605,6061,4438,4281,3649,3232,3879,2382,1675,1573,1657,547,
其他非流动资产(万元),4774,4607,10605,10767,,,,,,,,,,,
非流动资产合计(万元),266760,263474,259656,264649,248437,246792,238275,237972,230336,219914,142360,135259,115398,93360,
资产总计(万元),684441,656038,603128,615992,689055,660183,575050,545426,509902,443245,302575,282785,237046,214005,
短期借款(万元),46500,50000,37500,38400,71550,78550,77550,79650,88672,59654,67166,56183,47963,37077,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),6835,6003,,6078,,5846,6998,5246,3101,2606,3292,11361,1572,1752,
应付账款(万元),172511,164027,,133213,,142363,137145,135917,124070,109662,82970,67036,54190,54879,
预收账款(万元),15726,16153,12482,8107,16485,14315,11764,10344,6076,2005,918,596,705,762,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),13858,8986,7729,7009,12403,10095,7684,5636,6192,5174,5682,4252,3462,3415,
应交税费(万元),7168,4940,4544,5153,5222,5217,3069,3603,850,-74,1952,1539,126,850,
应付利息(万元),283,257,290,176,255,193,260,177,200,191,255,262,219,157,
应付股利(万元),,,,,,,,,,,,2712,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,793,,395,,222,241,291,365,301,210,194,123,191,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),20779,18490,2562,2820,13563,13279,12073,13655,13521,1983,782,5639,10320,5150,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),284548,269649,196381,201352,283132,270080,256785,254519,243048,181502,163228,149774,118680,104234,
长期借款(万元),61273,62970,77673,89692,90013,81892,82632,62003,59676,14255,19282,19279,16053,20348,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,2003,,2003,2003,2003,2003,2001,,2020,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),1806,1712,1641,1812,1370,1102,1061,1106,1203,1116,,,,,
长期递延收益(万元),1530,1575,1620,1665,1710,1755,1800,1752,1156,120,,,,,
递延所得税负债(万元),8444,7822,7071,7678,6665,6729,5805,5471,9515,10898,95,105,162,180,
其他非流动负债(万元),,,,,,,,,,,107,,139,463,
非流动负债合计(万元),75056,76081,90008,102850,101761,93482,93301,72333,71550,28409,19484,19384,16354,20991,
负债合计(万元),359603,345730,286389,304203,384893,363563,350086,326853,314598,209911,182712,169157,135034,125225,
实收资本(或股本)(万元),51000,51000,51000,51000,51000,51000,45000,45000,45000,45000,45000,45000,45000,45000,
资本公积(万元),71261,71261,71261,71261,71261,71261,16063,16063,13177,82118,21262,21254,21465,22799,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),25880,25880,25880,25880,23174,23174,23174,23174,18653,15933,9892,9892,7074,4399,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),166262,153676,163934,157632,150348,145625,134194,126986,115075,91532,44209,39148,27833,16530,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,-2822,-3821,-1488,-2077,
归属于母公司股东权益合计(万元),314713,301386,308047,303444,295558,288530,216855,211146,191275,230473,117541,111473,99884,86650,
