报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),38295,24856,36753,30176,28596,23660,20081,18198,12379,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),31000,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,12556,9810,,,10678,8855,6582,2626,
应收账款(万元),23806,22204,21961,,,21772,19159,18486,16932,
预付款项(万元),745,666,244,317,118,119,233,361,154,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,,382,154,158,233,483,225,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),10419,7936,8104,6048,5957,6638,9164,8919,7999,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),237,105,145,350,196,95,641,588,573,
流动资产合计(万元),117928,68869,77413,69168,65013,63120,58366,53617,40887,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,,66739,,,,,,,
累计折旧(万元),,,40108,,,,,,,
固定资产净值(万元),,,26630,,,,,,,
固定资产减值准备(万元),,,178,,,,,,,
固定资产(万元),,,26452,25393,23652,25096,26171,29067,26268,
在建工程(万元),,,,1875,1842,86,232,619,1705,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),3862,3878,3919,3841,3699,3416,3463,3664,3450,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),214,31,,,,,,14,35,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),353,329,366,364,264,288,294,424,302,
其他非流动资产(万元),,,,,,,,,,
非流动资产合计(万元),35809,34601,32671,31473,29457,28887,30160,33788,31761,
资产总计(万元),153737,103470,110084,100640,94470,92007,88526,87405,72648,
短期借款(万元),3000,5000,5750,5750,5800,5800,2000,7350,5200,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),3379,3787,5707,,,5332,4440,4985,4279,
应付账款(万元),16949,14821,12734,,,10005,9854,8336,6654,
预收账款(万元),64,34,126,82,103,103,47,62,56,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1957,1894,3006,1962,2475,2030,2279,1998,1717,
应交税费(万元),448,467,848,1232,649,648,693,897,430,
应付利息(万元),,,8,,,7,3,4,10,
应付股利(万元),,,,,,,,180,180,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,955,3095,127,97,194,289,298,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),26501,26313,29134,28024,22386,24021,19510,24099,18823,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,100,100,,,,,
专项应付款(万元),,,100,,,100,100,100,50,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),465,459,765,857,965,921,983,1472,1431,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),565,559,865,957,1065,1021,1083,1572,1481,
负债合计(万元),27065,26872,29998,28981,23451,25041,20593,25671,20304,
实收资本(或股本)(万元),20800,15600,15600,15600,15600,15600,15600,15600,15600,
资本公积(万元),45502,3750,3750,3750,3750,3750,3750,4070,3700,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),2811,2811,2811,2238,2238,1964,1964,1720,271,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),54992,52275,55666,48202,47794,43340,44058,36532,30629,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),124956,74989,78326,70022,69542,65091,66030,58234,50343,
少数股东权益(万元),1715,1609,1760,1638,1476,1875,1904,3500,2000,
所有者权益(或股东权益)合计(万元),126671,76598,80086,71659,71018,66966,67933,61734,52343,
负债和所有者权益(或股东权益)总计(万元),153737,103470,110084,100640,94470,92007,88526,87405,72648,		
