报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),2453296,2475665,2612906,2686603,2480110,2738300,2746159,2690476,2457807,2172976,,,,
结算备付金(万元),,,,,,,,,,,,,,
拆出资金(万元),603758,499640,503541,404037,263113,169597,189668,377465,129877,,,,,
交易性金融资产(万元),4703230,4219228,4543991,835304,748689,565231,480427,217031,,,,,,
衍生金融资产(万元),2272,2190,2054,1521,580,2432,1064,552,,,,,,
应收票据(万元),,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,
应收利息(万元),,,,161314,149364,125439,121080,113841,80150,90595,,,,
应收股利(万元),,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,
买入返售金融资产(万元),119437,59859,262856,351803,167538,486346,324944,985374,124399,249929,,,,
存货(万元),,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,
发放贷款及垫款(万元),16536794,16026579,14642287,13075602,12350336,11553457,10985144,10675687,9578451,9014151,,,5964097,
可供出售金融资产(万元),,,,4428835,3854131,3443371,2878604,3014865,1683525,1529835,,,,
持有至到期投资(万元),5284804,5303475,,3427190,3420255,2517600,1736530,1840164,1290670,1091817,,,,
长期应收款(万元),,,,,,,,,,,,,,
长期股权投资(万元),,,,,,35700,35700,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,
投资性房地产(万元),20,20,20,22,22,22,22,22,35,92,,,,
固定资产原值(万元),,476220,,451661,448696,,,445767,266542,259407,,,,
累计折旧(万元),,165652,,154674,148831,,,133176,118550,107262,,,,
固定资产净值(万元),,310568,,296986,299865,,,312591,147992,152145,,,,
固定资产减值准备(万元),,3394,,3394,3394,,,3394,3394,3455,,,,
固定资产(万元),304256,307175,310691,293592,296471,368730,370498,309197,144599,148690,,,,
在建工程(万元),60894,57306,53176,72096,71317,,,63522,213522,202531,,,,
工程物资(万元),,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,
无形资产(万元),8596,8788,8820,8878,8926,8979,9014,8383,6690,4932,,,,
开发支出(万元),,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,
递延所得税资产(万元),152557,133842,119896,99773,96576,95743,109359,105726,91506,75042,,,,
其他非流动资产(万元),106001,113190,126062,115243,132159,130573,126576,102507,103803,113446,,,,
非流动资产合计(万元),,,,,,,,,,,,,,
资产总计(万元),32861559,31869368,30896509,29414117,27893601,26514485,25213181,25105424,20754328,16507991,14509308,12561956,10156079,
短期借款(万元),,,,,,,,,,,,,,
向中央银行借款(万元),397931,321082,346845,298730,142000,30000,,7302,50000,,,,,
