报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),101924,61457,59371,54172,42834,28882,17088,22572,23295,36542,19602,41357,13415,18764,15250,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),17170,17611,13220,7055,,,21042,11299,11524,9845,15903,13796,15954,9428,6039,
应收账款(万元),63310,60605,58048,57260,,,52989,52952,52398,50794,58432,61616,73926,68641,55565,
预付款项(万元),9217,9230,6186,5960,10909,5421,10965,5978,9330,5573,4420,4585,1952,2637,2274,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,2397,,2048,1895,2894,2624,2042,3087,1643,1031,1032,1304,1105,4257,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),127183,120636,121160,124132,121248,111155,102202,95744,75722,58983,50019,41238,39183,42842,45338,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),7,1018,924,958,3155,2905,888,3136,1363,5,643,1,1,4,106,
流动资产合计(万元),321460,272952,261012,251584,246309,227363,207799,193723,176721,163385,150050,163623,145734,143421,128827,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,127527,,,,,,,,,,,,,,
累计折旧(万元),,45821,,,,,,,,,,,,,,
固定资产净值(万元),,81706,,,,,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,81706,,81331,77527,77789,73023,73776,67049,67879,61558,63990,62113,65620,61943,
在建工程(万元),,,,929,919,919,1405,2002,1165,626,7142,818,4522,1106,2672,
工程物资(万元),,,,,,,,,,,,,,,3,
固定资产清理(万元),,,,,,,,,,,15,,1,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),17278,17412,17547,17681,17799,17933,18066,18200,18459,18727,18997,19268,19526,19796,20321,
开发支出(万元),,,,,,,,,,,,316,487,319,57,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),7391,6640,5709,5528,5462,5312,4685,4530,4261,3992,3231,3027,2207,2348,1548,
其他非流动资产(万元),,,,,,,,,,,,,,,,
