报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),70182,29261,41105,42131,21788,27613,19747,47748,15040,20046,24500,14922,16720,19725,18626,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,944,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),149,201,,40,110,56,,,,,,,30,,56,
应收账款(万元),58561,42773,38534,43275,45447,39988,28608,26259,31321,28800,25986,25500,23443,18080,17460,
预付款项(万元),3437,3219,3170,2901,1625,1906,1400,1595,1652,1205,1270,999,1294,1892,1332,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,8232,,10314,2973,4647,2022,2295,1284,5573,5180,1543,7324,40953,34060,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),40092,28749,24622,25258,23104,23120,21300,18987,15821,15487,16918,13164,12189,12498,10186,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),22048,92910,92431,97739,114314,109804,132880,114976,9757,981,4800,3668,1582,66,1128,
流动资产合计(万元),201369,205345,208544,221658,209360,207133,205958,211860,74875,72092,78654,59796,62582,93216,83793,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4613,3892,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),31845,17934,7883,801,740,774,882,889,549,3796,3796,3683,3887,6924,6807,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,52577,,48792,,47709,,44002,,42716,31507,,,,,
累计折旧(万元),,16815,,15232,,15228,,13847,,12587,11555,,,,,
固定资产净值(万元),,35762,,33559,,32481,,30155,,30130,19952,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,35762,,33559,34749,32481,30792,30155,29998,30130,19952,18996,17337,17381,16420,
在建工程(万元),,19679,,14097,11450,10422,7881,6078,4976,1788,302,444,417,139,391,
工程物资(万元),,,,,,,,,,,,,,,,
