报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),123983,87298,91783,83966,74611,83475,36731,52625,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),23891,4574,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),5135,7464,9770,5648,4849,3659,885,,
应收账款(万元),91179,66092,77044,61094,46587,51004,76569,50401,
预付款项(万元),839,162,817,492,935,265,214,246,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,4175,812,1112,7326,5878,2827,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),18746,28022,39088,24160,41097,9911,11416,9176,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),1315,2591,2155,8605,11894,5158,438,4433,
流动资产合计(万元),266552,197599,224833,184777,181085,160797,132131,119707,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,1447,1557,1726,1113,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,,25102,,,,,,
累计折旧(万元),,,7369,,,,,,
固定资产净值(万元),,,17733,,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,,17733,11497,11127,9037,9423,8997,
在建工程(万元),,,,2625,346,518,73,40,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),3310,3252,3307,3118,3133,3161,8929,2692,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),488,663,849,1013,1077,548,714,274,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),2359,2176,2103,1310,1277,840,1142,623,
其他非流动资产(万元),77,851,1042,859,364,968,108,195,
非流动资产合计(万元),26790,27041,26218,20421,18770,16629,22115,13935,
资产总计(万元),293342,224640,251051,205199,199856,177426,154246,133642,
短期借款(万元),2000,1000,,,,,7978,,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),756,108,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),6586,4277,12496,1319,3361,253,,,
应付账款(万元),17112,15821,24712,19910,36459,11385,25638,27913,
预收账款(万元),5243,12808,15114,6718,6225,3212,3218,1992,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),5026,4359,7377,5562,3992,5427,4651,4480,
应交税费(万元),2627,2004,2349,1493,1585,5430,6426,10061,
应付利息(万元),2,,,,,,,,
应付股利(万元),,,,4986,7534,,6022,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,710,2531,440,357,341,258,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),1483,2974,11,6,6,,,3,
其他流动负债(万元),285,681,388,619,129,77,,,
流动负债合计(万元),41872,44571,63157,43144,59730,26142,54274,44707,
长期借款(万元),9,6,2958,,,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,2,9,12,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),618,786,783,578,424,353,192,61,
长期递延收益(万元),2014,2107,2263,2235,2467,1508,1663,753,
递延所得税负债(万元),104,110,95,,,,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),2745,3009,6101,2823,2903,1862,1856,814,
负债合计(万元),44616,47580,69259,45967,62634,28004,56129,45521,
实收资本(或股本)(万元),41000,36900,36900,36900,36900,12967,11678,11678,
资本公积(万元),76097,23620,23620,23620,23620,47553,13422,13364,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),9187,9187,9187,7175,4836,4836,4836,2080,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),101735,88623,91958,73946,54840,64533,56066,43951,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),228064,158299,161595,141026,120679,130550,86044,70547,
少数股东权益(万元),20662,18761,20197,18205,16543,18872,12073,17574,
所有者权益(或股东权益)合计(万元),248726,177060,181792,159231,137222,149423,98117,88121,
负债和所有者权益(或股东权益)总计(万元),293342,224640,251051,205199,199856,177426,154246,133642,		
