报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),23108,35236,31826,18725,18215,12278,5300,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),18000,,,,,,,
衍生金融资产(万元),,,,,,,,
应收票据(万元),9814,8595,4240,6436,3731,345,169,
应收账款(万元),16635,16957,14551,10790,9153,6996,5704,
预付款项(万元),269,70,53,160,69,61,48,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),,270,352,,97,154,233,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),14237,12825,11834,8998,10883,6348,3132,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),826,668,768,254,528,450,,
流动资产合计(万元),83480,74621,63624,45425,42677,26631,14586,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,,,,,,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),,,4,4,256,461,489,
固定资产原值(万元),,3892,3445,,,,,
累计折旧(万元),,1598,1469,,,,,
固定资产净值(万元),,2294,1976,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),,2294,1976,2004,1800,1642,1735,
在建工程(万元),,334,39,,,,,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),3219,3219,3373,3492,1170,219,204,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),,,,,,,,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),255,191,204,127,119,147,68,
其他非流动资产(万元),71,85,27,10,16,48,15,
非流动资产合计(万元),6371,6122,5622,5636,3361,2516,2511,
资产总计(万元),89851,80744,69246,51061,46038,29146,17096,
短期借款(万元),,,,,,,,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),,,,,,,,
应付账款(万元),17031,16389,17869,10700,13487,7938,6327,
预收账款(万元),3191,2993,2390,2261,2978,1731,544,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),994,758,1017,463,781,582,339,
应交税费(万元),1393,1476,1811,1597,1873,1130,602,
应付利息(万元),,,,,,,,
应付股利(万元),,,,,,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),,653,27,,24,29,9,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),23829,22268,23115,15033,19143,11409,7820,
长期借款(万元),,,,,,,,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),,,,,,365,,
长期递延收益(万元),,,,,,,40,
递延所得税负债(万元),,,,,,,,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),0,0,0,0,0,365,40,
负债合计(万元),23829,22268,23115,15033,19143,11775,7860,
实收资本(或股本)(万元),9000,9000,9000,9000,9000,3000,3000,
资本公积(万元),16694,16694,16694,16694,11753,,,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),2376,2376,2376,94,588,1500,643,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),37978,30396,18063,10245,5557,12879,5601,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),66022,58476,46132,36028,26896,17372,9236,
少数股东权益(万元),,,,,,,,
所有者权益(或股东权益)合计(万元),66022,58476,46132,36028,26896,17372,9236,
负债和所有者权益(或股东权益)总计(万元),89851,80744,69246,51061,46038,29146,17096,		
