报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),74990,83907,30935,27585,23191,17553,13676,9545,8714,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),12876,13262,11776,,14527,16163,12307,9930,14664,
应收账款(万元),11015,12155,18563,,20458,19987,18933,15973,15136,
预付款项(万元),3239,1452,1743,1433,2561,2361,3342,2187,3796,
应收保费(万元),,,,,,,0,,,
应收分保账款(万元),,,,,,,0,,,
应收分保合同准备金(万元),,,,,,,0,,,
应收利息(万元),,,,,,,0,,,
应收股利(万元),,,,,,,0,31,0,
其他应收款(万元),,222,,377,385,154,160,74,472,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,0,,,
存货(万元),21704,22379,25650,24144,22715,21481,18275,16226,16190,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,0,,,
其他流动资产(万元),738,990,1350,1572,1640,2139,1788,5199,3203,
流动资产合计(万元),124917,134367,90281,94260,85479,79836,68481,59166,62175,
发放贷款及垫款(万元),,,,,,,0,,,
可供出售金融资产(万元),,,,,,,0,,,
持有至到期投资(万元),,,,,,,0,,,
长期应收款(万元),,,,,,,0,,,
长期股权投资(万元),96,97,98,97,99,99,101,100,251,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,0,,,
固定资产原值(万元),,119075,,,,,,,,
累计折旧(万元),,57184,,,,,,,,
固定资产净值(万元),,61891,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,61830,,48448,50122,49423,45890,44219,45875,
在建工程(万元),,3872,2032,9045,3222,2990,4502,3513,817,
工程物资(万元),,2557,2269,,1816,2087,2407,1859,1319,
固定资产清理(万元),,32,,,,0,2,,,
生产性生物资产(万元),,,,,,,0,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,0,,,
无形资产(万元),12622,11776,11736,11954,11959,11465,11464,10823,9825,
开发支出(万元),,,,,,,0,,,
商誉(万元),,,,,,,0,,,
长期待摊费用(万元),,,,,,,0,56,112,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),645,655,789,864,786,731,668,773,669,
其他非流动资产(万元),1651,1127,1051,3412,2070,2473,2464,2179,4085,
非流动资产合计(万元),83790,81946,82181,73820,70075,69267,67498,63523,62954,
资产总计(万元),208707,216313,172462,168080,155553,149103,135979,122688,125129,
短期借款(万元),6667,10481,20693,24320,23200,37579,25566,30292,29988,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,69,0,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),27498,25356,21527,,23876,13223,17967,10184,17738,
应付账款(万元),13319,14213,21473,,17821,13914,13321,9381,10551,
预收账款(万元),1515,1028,1238,1484,1371,1364,912,1668,1626,
卖出回购金融资产款(万元),,,,,,,0,,,
应付手续费及佣金(万元),,,,,,,0,,,
应付职工薪酬(万元),2032,1334,2268,1505,1880,706,1505,845,593,
应交税费(万元),620,468,1339,2124,2003,2030,1738,1849,716,
应付利息(万元),,,,,,23,39,,,
应付股利(万元),,,,,3,4,1,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,9111,7801,6255,2723,4959,5406,5285,2650,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,0,,,
应付分保账款(万元),,,,,,,0,,,
保险合同准备金(万元),,,,,,,0,,,
代理买卖证券款(万元),,,,,,,0,,,
代理承销证券款(万元),,,,,,,0,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),650,1300,1070,,1000,3500,2500,1500,6500,
其他流动负债(万元),,,,,0,,0,,,
流动负债合计(万元),58055,63291,77409,78292,73876,77302,68956,61075,70362,
长期借款(万元),3860,3860,4510,9500,7500,2000,1000,2500,1500,
应付债券(万元),,,,,,,0,,,
长期应付款(万元),,,,,,,0,,,
专项应付款(万元),,,,,,,0,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),3364,3339,3636,3728,4508,5420,6264,7884,9441,
递延所得税负债(万元),1294,1307,156,,0,,0,,,
其他非流动负债(万元),,,,,0,,0,,,
非流动负债合计(万元),8517,8506,8302,13228,12008,7420,7264,10384,10941,
负债合计(万元),66572,71798,85711,91520,85883,84721,76220,71459,81304,
实收资本(或股本)(万元),14000,14000,10500,10500,10500,10500,10500,10500,10500,
资本公积(万元),49803,49803,4236,4236,4322,4371,4371,4835,4835,
减:库存股(万元),,,,,,,0,,,
专项储备(万元),4511,5350,5702,5484,5237,5055,4586,3677,2971,
盈余公积(万元),5287,5287,5287,5287,5287,4428,4428,3711,3027,
一般风险准备(万元),,,,,0,,0,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),60517,61653,53283,44816,37930,32966,28920,21865,17244,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),134118,136094,79009,70324,63277,57320,52805,44588,38576,
少数股东权益(万元),8017,8421,7742,6236,6393,7062,6955,6641,5250,
所有者权益(或股东权益)合计(万元),142135,144515,86751,76560,69670,64382,59759,51229,43826,
负债和所有者权益(或股东权益)总计(万元),208707,216313,172462,168080,155553,149103,135979,122688,125129,		
