报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),29900,17960,25548,26471,14598,12088,14402,11466,38301,16299,17444,23926,20258,24164,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,338,,,,,,
衍生金融资产(万元),10,,712,,667,,,652,,214,1589,,,105,
应收票据(万元),9112,4374,6656,11247,7076,6057,5757,6115,5661,7365,6159,11461,8818,17494,
应收账款(万元),39924,50912,35514,36536,37460,39099,39078,38749,33785,33562,34440,34450,41255,41286,
预付款项(万元),1017,1277,1439,1212,1275,1171,400,1208,520,668,519,391,1507,2723,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,170,78,,,179,118,74,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,372,,343,646,305,177,316,307,183,2491,184,575,2037,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),22190,28717,29030,21435,20195,19189,17332,21420,21273,19911,22525,15631,21066,22865,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),259,10423,1918,153,15394,15438,15080,15162,494,325,806,1684,1015,,
流动资产合计(万元),102496,114206,101365,97397,97311,93525,92344,95162,100680,78526,85973,87727,94494,110675,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
