报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),17045,16414,8932,6655,5455,10198,8771,7243,3849,29639,3151,2720,2766,3626,2342,1386,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),2,76,199,65,,167,172,,15000,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),9875,8689,7558,11178,9419,7507,9739,9574,8457,7548,5322,2571,4824,2989,3187,2789,
应收账款(万元),20891,22239,20784,17832,17664,21231,20398,21288,16279,17462,15319,14096,11877,13142,14611,10931,
预付款项(万元),1758,2061,1580,1424,886,1378,1529,932,1215,729,950,508,233,549,407,548,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,209,,133,229,46,97,45,51,149,161,113,77,376,372,150,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),19761,19282,19968,19303,18891,16728,16440,15425,15680,14501,16163,16746,11676,12371,11186,10615,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),513,5605,6192,6707,8722,6485,8891,10382,58,94,31,146,638,11,77,181,
流动资产合计(万元),70114,74575,65389,63298,61266,63741,66037,64888,60590,70122,41097,36901,32092,33065,32183,26599,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,64617,,60961,,53341,,51185,,48689,,47231,44576,,,,
累计折旧(万元),,27339,,25122,,23660,,22229,,20814,,19255,15812,,,,
固定资产净值(万元),,37277,,35839,,29680,,28956,,27875,,27976,28764,,,,
固定资产减值准备(万元),,,,,,,,,,13,,22,,,,,
固定资产(万元),,37277,,35839,34544,29680,29364,28956,28119,27862,27307,27954,28764,27012,26435,28171,
在建工程(万元),,8909,,3697,3592,6824,4275,3538,1449,1259,2187,1628,539,475,316,143,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),8293,8071,5757,4701,4740,4719,4754,4790,4826,4862,4898,4827,4945,5063,5182,4879,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),54,81,108,135,162,189,216,243,299,297,324,350,241,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),804,613,615,612,560,635,589,602,506,507,497,473,353,330,348,234,
