报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
货币资金(万元),98223,35383,29551,19314,25924,21461,12400,8933,8914,3145,3656,5638,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),15900,15171,13405,25547,10865,13190,6237,2066,3129,4080,3534,451,
应收账款(万元),24432,19218,20091,12475,20358,16403,23907,16997,7078,8076,3906,9264,
预付款项(万元),1182,1138,1051,830,766,336,1004,646,321,794,635,4443,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,204,177,232,103,385,339,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,186,273,327,,,,,542,429,15199,18009,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),19992,17497,19289,16335,13866,14491,9964,10376,10314,10282,9676,10840,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),432,473,691,733,1588,1948,1033,944,202,197,368,439,
流动资产合计(万元),160464,89065,84521,75697,73871,68237,59919,40709,30500,27002,36974,49083,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,0,0,,,6004,4104,4104,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,81477,80925,75207,,,,,,,,,
累计折旧(万元),,27178,25678,24160,,,,,,,,,
固定资产净值(万元),,54299,55247,51047,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,54299,55247,51047,,,,,32228,29492,29734,29477,
在建工程(万元),,224,946,3260,,,,,96,3215,4638,2152,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),2938,2962,2996,3016,3073,3121,3194,3260,3337,3361,3432,3539,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,
长期待摊费用(万元),6,6,7,7,0,1,5,12,,,,,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),440,482,502,411,495,419,482,509,171,181,126,257,
其他非流动资产(万元),7080,2053,1828,1107,34,3114,949,848,750,750,750,750,
非流动资产合计(万元),65599,60026,61526,58848,53318,49139,36452,41122,40686,41104,38680,36176,
资产总计(万元),226062,149091,146047,134545,127190,117376,96371,81831,71187,68106,75654,85259,
短期借款(万元),100,6500,6500,5500,5578,8340,8200,7226,4100,,2000,,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),12591,9874,7773,5985,3695,,,,7657,5045,3804,7090,
应付账款(万元),25488,23257,25048,21027,19226,,,,19830,24229,18408,22026,
预收账款(万元),,,,599,587,692,618,647,708,773,1682,1286,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),707,683,531,974,717,712,652,473,358,293,386,462,
应交税费(万元),233,953,1367,1622,455,336,995,948,113,284,122,182,
应付利息(万元),,,,,,,,,,9,17,20,
应付股利(万元),,,,,4550,,1000,,3,3,6175,10874,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,,564,615,,,,,497,330,4729,1705,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
