报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8886,12263,15153,21098,22835,28148,19716,46528,18389,18156,16821,17999,12463,7758,7324,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),12666,10132,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),3992,5418,3914,4343,4444,4754,2650,2933,1039,2378,1534,1070,1269,1455,1574,
应收账款(万元),17981,14624,14801,12014,12129,14470,12632,11122,10471,7721,9763,6519,5360,4906,2960,
预付款项(万元),1479,967,1106,863,1221,1188,981,711,1072,831,1244,591,676,877,1256,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),38,207,192,186,,163,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,482,,356,694,468,401,216,224,198,158,240,204,868,1641,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),7370,7344,6956,6303,7799,7004,6629,6008,7208,7751,9488,12426,9285,10493,7468,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),16303,16214,23774,21555,19548,11517,21942,424,190,209,,73,,,,
流动资产合计(万元),69288,67652,66411,66717,68670,67712,64950,67943,38594,37243,39007,38919,29256,26356,22222,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,3042,3105,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),241,241,247,258,236,263,237,260,268,287,337,161,211,409,534,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),32,33,34,35,,,,,,,,,,,,
固定资产原值(万元),,9543,,9481,,9246,,4278,4210,4217,4118,,3586,4167,,
累计折旧(万元),,5206,,4911,,4685,,1615,1559,1499,1336,,1093,1301,,
固定资产净值(万元),,4336,,4569,,4561,,2662,2652,2717,2782,,2493,2866,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,4336,,4569,4617,4561,2943,2662,2652,2717,2782,2538,2493,2866,2685,
在建工程(万元),,5360,,4843,3716,3583,2943,1439,158,104,,,34,11,8,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),3431,3457,3479,3506,3552,3533,1998,1800,1807,1820,1847,529,530,46,29,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),1326,1326,1326,1326,1345,1345,423,423,423,423,423,423,423,932,621,
长期待摊费用(万元),342,346,349,357,43,5,3,2,2,3,6,17,37,75,99,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),252,232,224,231,298,309,317,288,189,206,230,393,351,350,148,
其他非流动资产(万元),,,,,5,9,1028,312,746,789,103,,,,,
非流动资产合计(万元),15841,15331,14892,15125,13811,13608,9892,7188,6244,6349,5727,4060,4079,7731,7229,
资产总计(万元),85129,82983,81302,81842,82481,81320,74842,75131,44838,43592,44734,42980,33335,34087,29452,
短期借款(万元),,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),4182,3441,,3375,,4232,3428,3331,2969,3128,3896,4603,1913,2102,2452,
预收账款(万元),1143,1509,1822,1240,4237,4363,3887,4158,6240,6814,10558,14300,12586,14293,12661,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),274,338,438,1819,1973,2083,209,1078,186,196,962,207,803,787,558,
应交税费(万元),794,1066,759,1026,540,643,685,792,395,505,729,307,2272,646,446,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,140,,,,2261,0,,,144,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,143,,154,739,770,122,150,140,146,98,310,472,1015,1222,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),6535,6498,6493,7614,11149,12091,10591,9510,9929,10790,16387,19727,18045,18843,17339,
长期借款(万元),,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),1328,1343,1358,1373,1387,1402,1417,1432,1470,1477,310,321,322,50,30,
递延所得税负债(万元),298,304,310,316,322,329,,,,,,,,179,188,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),2941,2962,2907,3003,1710,1731,1417,1432,1470,1477,310,321,322,229,218,
负债合计(万元),9476,9459,9400,10617,12859,13822,12008,10942,11399,12267,16696,20047,18367,19072,17557,
实收资本(或股本)(万元),18090,18090,11306,11306,11306,11306,11306,11306,8479,8479,8479,8479,550,500,500,
资本公积(万元),27650,27650,34433,34433,34476,34434,34434,34434,8036,8036,8036,8036,5291,3810,3850,
减:库存股(万元),,,,,,,,,,,,,,,,
专项储备(万元),679,681,686,690,687,680,186,176,162,161,141,115,58,30,7,
盈余公积(万元),1388,1388,1388,1388,874,874,946,874,661,661,463,139,299,289,267,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),21225,19400,17989,17249,16255,14413,12048,13512,12436,10486,7671,3406,6333,7290,4407,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),69326,67444,65994,65297,63835,61864,58978,60434,29937,28027,25045,20334,12649,12937,10105,
少数股东权益(万元),6327,6080,5908,5927,5787,5634,3856,3754,3502,3298,2993,2598,2319,2078,1789,
所有者权益(或股东权益)合计(万元),75654,73524,71902,71225,69621,67498,62834,64189,33439,31325,28038,22932,14968,15016,11895,
负债和所有者权益(或股东权益)总计(万元),85129,82983,81302,81842,82481,81320,74842,75131,44838,43592,44734,42980,33335,34087,29452,		
