报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10949,12622,13971,20518,13536,13358,7311,18658,12519,17446,17652,15500,9384,9201,12208,5772,3604,7284,3475,1103,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),6855,5077,5649,10422,5021,4530,3343,7187,2896,5104,2552,6112,4235,3484,3074,5198,2959,1866,3908,773,
应收账款(万元),42171,42015,40728,45685,53118,50848,50496,51462,51475,50664,47009,45506,41138,41631,38240,31154,31117,24056,12019,8225,
预付款项(万元),4073,3623,2683,1241,2203,1655,4539,740,1712,1649,1556,1369,1524,1041,738,1106,1864,1705,1339,953,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,52,182,182,182,182,182,,,,,,,,,,,,,
其他应收款(万元),,4105,,3057,,4669,4565,3328,4110,4864,5608,4365,4545,6167,2007,1530,1699,946,728,239,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),42294,38954,36111,33389,26552,25468,23081,17328,22016,17539,20355,18563,22336,17584,15365,14574,17285,13918,5105,2124,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),223,220,21,8,1,1,3000,1,3000,3000,,,,,,,,,,,
流动资产合计(万元),111041,106615,103543,114503,105255,100712,96518,98886,97728,100266,94732,91414,83164,79108,71631,59335,58529,49775,26573,13418,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),1865,1918,1977,1975,1955,1948,1925,1906,2072,2069,2073,2027,1786,1676,1529,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,0,,0,,,,,,,,,,,,
固定资产原值(万元),,24601,,22018,,21837,,21665,,21244,,20876,,18800,18650,,17846,,,,
累计折旧(万元),,11413,,10606,,9747,,8887,,8036,,7194,,6409,5638,,,,,,
固定资产净值(万元),,13189,,11411,,12090,,12779,,13208,,13682,,12391,13012,,14012,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
