报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7742,6773,7773,6434,7121,6116,9128,8668,8062,27200,5917,6088,7196,4633,3473,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),13364,13061,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),295,484,508,607,217,202,296,224,125,117,270,340,753,234,412,
应收账款(万元),11479,10847,7727,8829,8855,8759,6039,7497,8182,8102,5757,7430,6389,6046,5670,
预付款项(万元),377,420,418,97,350,433,482,236,420,249,137,66,188,450,565,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,43,114,,1,70,109,93,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,547,,546,554,545,546,540,546,561,883,884,545,18,177,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),3982,3893,4192,3492,2245,2101,2418,1929,1973,1806,2229,2360,2515,2834,2301,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),117,74,15419,15404,19569,19494,19530,19499,19705,301,142,183,268,150,44,
流动资产合计(万元),37903,36099,36622,35522,38911,37652,38508,38702,39107,38335,15334,17351,17854,14364,12642,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,20,20,20,20,20,20,20,20,20,20,20,20,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,13938,,13490,,9001,,8543,,8415,8349,8298,7410,,,
累计折旧(万元),,5348,,4799,,3772,,3436,,3202,3029,2865,2263,,,
固定资产净值(万元),,8589,,8692,,5229,,5107,,5213,5320,5433,5146,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,8589,,8692,5144,5229,5085,5107,5150,5213,5320,5433,5146,4447,4310,
在建工程(万元),,4644,,4049,3320,2910,2663,2583,2536,2036,1487,1140,54,27,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),2768,2790,2766,2782,1724,1734,1744,1754,1764,1774,1784,1794,1833,461,472,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),260,260,260,260,,,,,,,,,,,,
长期待摊费用(万元),94,75,69,2,3,1,3,6,10,15,19,24,51,64,62,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),134,106,91,88,87,85,69,78,85,105,99,101,137,197,105,
其他非流动资产(万元),587,572,595,606,511,465,531,381,165,17,,20,97,254,111,
非流动资产合计(万元),17675,17372,16725,16499,10809,10445,10116,9928,9731,9179,8730,8532,7339,5470,5080,
资产总计(万元),55578,53471,53347,52021,49720,48097,48625,48630,48837,47514,24064,25883,25194,19833,17723,
短期借款(万元),,700,1500,1500,,,,,,,,,3300,5695,5150,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),2258,2075,,1871,,2553,2422,2441,3305,3045,2099,2438,1884,2888,3833,
预收账款(万元),66,53,55,51,72,47,43,41,117,53,145,81,61,86,90,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),871,665,488,989,465,375,342,875,356,355,317,720,806,503,372,
应交税费(万元),633,576,254,219,387,376,234,218,396,388,304,246,442,471,233,
应付利息(万元),,2,,2,,,,,,,,,4,9,8,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,1209,,272,266,266,769,766,1055,1468,261,261,918,3,102,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
