报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),25026,25082,60769,4044,5530,8118,7573,7284,7334,2411,2536,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),8000,1000,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),5703,5128,4848,6754,4030,1518,5262,926,1702,2497,2487,
应收账款(万元),11064,11010,10420,8519,9361,10431,7947,9767,8775,7616,5873,
预付款项(万元),1733,1058,1573,1427,1519,1891,974,1089,859,682,966,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),107,95,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,18,,7,21,22,5,79,477,1021,786,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),11069,12289,10925,10088,9268,10871,9439,8837,6433,6331,6106,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),21901,26802,91,987,780,717,738,140,84,15,10,
流动资产合计(万元),84641,82482,88671,31825,30510,33569,31939,28122,25665,20573,18764,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,42055,,33540,30749,30403,29994,,28109,20092,,
累计折旧(万元),,13718,,12204,11532,10868,9575,,7448,7334,,
固定资产净值(万元),,28338,,21335,19217,19535,20418,,20661,12758,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,28338,,21335,19217,19535,20418,18954,20661,12758,11770,
在建工程(万元),,17024,,15282,15439,13689,9837,6594,2581,4910,2857,
工程物资(万元),,416,,314,336,278,275,273,238,491,838,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),8072,4208,4218,4248,4277,4280,4241,4300,4314,4407,4461,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),444,435,457,66,76,90,119,113,139,56,62,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),150,167,173,175,204,240,256,233,224,117,90,
其他非流动资产(万元),4484,4931,2055,7573,7771,7223,5468,5871,6201,5438,3088,
非流动资产合计(万元),60863,55518,49948,48995,47320,45336,40613,36337,34358,28178,23166,
资产总计(万元),145504,137999,138618,80820,77830,78905,72552,64459,60023,48750,41930,
短期借款(万元),10300,9973,9649,9476,10100,12700,8500,6600,6200,11500,10750,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,345,345,,,,,1500,1428,
应付账款(万元),6269,5764,,5585,5153,6350,7123,5772,6052,3783,3903,
预收账款(万元),391,406,475,624,447,326,419,444,554,552,162,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),1147,873,571,1392,924,683,1283,633,924,587,316,
应交税费(万元),656,442,568,471,739,905,132,880,601,319,230,
应付利息(万元),13,30,25,21,37,46,16,9,9,19,17,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,178,,151,118,115,167,242,232,959,1075,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,21,21,21,,
