报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),29832,45098,39772,21718,7293,15762,4812,6164,9234,5822,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),61800,44800,43600,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),19453,,13152,21956,,,9176,,,10550,
应收账款(万元),544,830,603,380,,,878,,,1477,
预付款项(万元),4685,1673,1330,1897,1706,1413,1785,1678,2297,2528,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,22,,18,,,1281,,,20,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),18493,20548,21468,19518,14561,14299,17438,15459,17392,11032,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),,,,6157,13000,6000,2500,5500,4149,,
流动资产合计(万元),134835,124590,119944,71644,59224,52023,37870,35366,39399,31429,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,73456,,74257,74255,74261,,74918,71769,,
累计折旧(万元),,51429,,50075,47912,45749,,41665,36169,,
固定资产净值(万元),,22027,,24183,26343,28512,,33253,35600,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,22027,,24183,26343,28512,31913,33253,35600,38353,
在建工程(万元),,,,,,,,,1883,1213,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),3154,3173,3192,3211,2149,2175,2216,2229,2189,2240,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),32,37,22,16,41,39,56,57,21,13,
其他非流动资产(万元),3270,344,,,705,705,,707,261,874,
非流动资产合计(万元),27514,25581,26284,27410,29238,31431,34184,36245,39954,42692,
资产总计(万元),162349,150171,146228,99054,88462,83454,72054,71611,79353,74122,
短期借款(万元),,,,,,4500,6500,6500,9500,18000,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),12230,11336,,11415,,,4000,,,,
应付账款(万元),2729,2085,,2305,,,1864,,,3724,
预收账款(万元),9717,4454,1311,2951,4607,3591,650,3643,1372,1448,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),2073,1565,1074,2106,1276,1601,708,1269,1385,940,
应交税费(万元),1981,2208,290,399,1871,534,646,1116,719,688,
应付利息(万元),,,,,,,8,,,30,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,22,,10,,,9,,,22,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),277,554,831,1107,1107,1107,1107,1107,1107,1107,
流动负债合计(万元),29034,22224,14232,20292,16954,18976,15493,16842,19884,25960,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,,,554,1107,1938,2215,3322,4430,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,554,1107,1938,2215,3322,4430,
负债合计(万元),29034,22224,14232,20292,17508,20083,17431,19057,23206,30389,
实收资本(或股本)(万元),11894,11894,11894,8920,8920,8920,8920,8920,8920,8920,
资本公积(万元),67616,67616,67616,20608,20608,20608,20608,20608,20608,20608,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),7945,7945,7945,7945,6406,6406,5056,5056,4417,2655,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),45860,40492,44541,41289,35020,27437,20038,17969,22202,11549,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),133315,127947,131996,78762,70954,63371,54623,52553,56147,43733,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),133315,127947,131996,78762,70954,63371,54623,52553,56147,43733,
负债和所有者权益(或股东权益)总计(万元),162349,150171,146228,99054,88462,83454,72054,71611,79353,74122,		
