报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2016-12-31,
货币资金(万元),8000199,9121407,,8593518,,9701209,8583599,
结算备付金(万元),,,,,,,,
拆出资金(万元),13471478,14374627,,13854354,,10264138,11257140,
交易性金融资产(万元),2073642,2177458,,1509452,,51923,452134,
衍生金融资产(万元),10051,10554,,9399,,16963,5226,
应收票据(万元),,,,,,,,
应收账款(万元),,,,,,,,
预付款项(万元),,,,,,,,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),,,,,,,,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),512590,484535,,600073,,244369,369987,
存货(万元),,,,,,,,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),,,,,,,,
流动资产合计(万元),,,,,,,,
发放贷款及垫款(万元),40469016,39611096,,36402615,,32410962,28811641,
可供出售金融资产(万元),,,,,,16578062,9014176,
持有至到期投资(万元),34541948,,,,,7244419,6784220,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),,,,,,,,
固定资产原值(万元),,,,,,,,
累计折旧(万元),,,,,,,,
固定资产净值(万元),,,,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),460242,469172,,484159,,500097,519848,
在建工程(万元),,,,,,,,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),53014,,,,,,,
开发支出(万元),,,,,,,,
商誉(万元),,44013,,44013,,44013,44013,
长期待摊费用(万元),,,,,,,,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),546588,517952,,451296,,325673,278171,
其他非流动资产(万元),200055,225389,,164327,,783638,622215,
非流动资产合计(万元),,,,,,,,
资产总计(万元),103419219,101968532,98884100,95061804,91525900,90577808,80315773,
短期借款(万元),,,,,,,,
向中央银行借款(万元),2904387,2548298,,3045452,,3133842,2495450,
吸收存款及同业存放(万元),69368412,70246761,,63966689,,65767207,62246841,
拆入资金(万元),2836120,2813661,,2887376,,2297994,2075549,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),10339,11734,,8391,,17659,5221,
应付票据(万元),,,,,,,,
应付账款(万元),,,,,,,,
预收账款(万元),,,,,,,,
卖出回购金融资产款(万元),1099719,1370244,,592068,,754503,896546,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),464112,422053,,562531,,502290,468238,
应交税费(万元),139179,87732,,96067,,87716,76480,
应付利息(万元),,,,,,,,
应付股利(万元),,,,,,,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),,,,,,,,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),,,,,,,,
流动负债合计(万元),,,,,,,,
长期借款(万元),,,,,,,,
应付债券(万元),18125024,16218590,,15960942,,10390135,5848703,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),43142,,,,,,,
长期递延收益(万元),,,,,,,,
递延所得税负债(万元),,,,,,,,
其他非流动负债(万元),576671,640012,,727402,,1101894,783761,
非流动负债合计(万元),,,,,,,,
负债合计(万元),95582156,94374271,91363600,87846918,84521900,84053240,74896790,
实收资本(或股本)(万元),1000000,1000000,,1000000,,1000000,930000,
资本公积(万元),1189768,1248391,,1248391,,1250156,920195,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),1034695,1034695,,1034695,,945715,858021,
一般风险准备(万元),1263400,1265809,,1222524,,1072634,947389,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),3231737,2927102,,2594726,,2124396,1629738,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),7684261,7449286,,7074826,7004000,6368869,5259322,
少数股东权益(万元),152802,144975,,140061,,155700,159662,
所有者权益(或股东权益)合计(万元),7837063,7594262,,7214886,,6524569,5418984,
负债和所有者权益(或股东权益)总计(万元),103419219,101968532,98884100,95061804,91525900,90577808,80315773,		
