报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),1765,21097,994,8956,3873,3432,4989,6715,13641,1429,3700,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),8908,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),11875,5688,,9203,7510,9588,8610,6843,5013,1000,200,
应收账款(万元),12814,16315,,8886,11518,9806,10604,10116,8734,5137,2480,
预付款项(万元),79,84,793,766,736,644,516,382,350,92,349,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,16,,,,116,,19,0,32,18,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),2496,1705,1460,1223,2080,1668,1379,1033,1941,2289,2749,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,23,29,18,,,,,
其他流动资产(万元),2893,2716,2810,3080,1915,328,117,331,33,1149,1869,
流动资产合计(万元),40846,47621,28649,32225,27762,25611,26237,25439,29713,11129,11365,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,2007,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,31301,,30822,18911,,18787,,,,,
累计折旧(万元),,13210,,12078,10253,,9366,,,,,
固定资产净值(万元),,18091,,18744,8658,,9421,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,18091,,18744,8658,8816,9421,9581,10246,11294,12664,
在建工程(万元),,43659,,,,10983,,1739,423,496,41,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),3657,3749,3841,3933,4251,4336,2296,2444,2594,2896,3197,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),,,,3,4,11,12,,,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),386,305,311,284,383,140,247,137,171,,,
其他非流动资产(万元),168,472,1059,764,8262,7306,8005,3225,2115,33,7,
非流动资产合计(万元),72223,66276,63804,61820,44170,31593,27059,17125,15549,14718,15909,
资产总计(万元),113069,113898,92453,94045,71932,57204,53296,42564,45262,25847,27274,
短期借款(万元),,,580,590,,,896,,5000,2500,2500,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),4610,2695,,2739,4146,,2608,,,,475,
应付账款(万元),5985,3067,,5931,297,108,230,431,203,575,850,
预收账款(万元),0,,,,79,49,64,15,50,,,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),624,676,402,710,619,351,535,424,598,462,178,
应交税费(万元),498,710,107,1004,1351,503,613,36,255,15,45,
应付利息(万元),7,20,,27,13,9,4,,8,260,212,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,29,,23,19,5,63,123,132,613,1772,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),3000,7500,5273,5268,2518,1116,264,221,220,220,220,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),14776,14697,12351,16291,9043,2141,5277,1249,6466,4645,6252,
长期借款(万元),2000,5000,10000,10000,6750,5950,3000,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),4365,4441,4242,4364,4925,4444,4132,3268,3376,1259,2350,
递延所得税负债(万元),162,163,165,133,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),6527,9604,14407,14497,11675,10394,7132,3268,3376,1259,2350,
负债合计(万元),21303,24301,26758,30788,20718,12535,12410,4517,9842,5905,8602,
实收资本(或股本)(万元),40001,40001,36000,36000,36000,36000,36000,36000,30000,22261,22261,
资本公积(万元),17074,17074,,,,,,,3466,4411,4411,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),3059,3059,3059,3059,1854,794,750,195,195,,,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),31632,29463,26636,24198,13353,7876,4137,1851,1759,-6729,-8001,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),91766,89597,65695,63257,51214,44670,40887,38047,35420,19943,18671,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),91766,89597,65695,63257,51214,44670,40887,38047,35420,19943,18671,
负债和所有者权益(或股东权益)总计(万元),113069,113898,92453,94045,71932,57204,53296,42564,45262,25847,27274,		
