报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),363,377,390,404,417,427,443,458,,,,,,,,,,,,,
固定资产原值(万元),,17829,,17191,,15974,,15821,,14974,,13301,,12635,11983,,,,,,
累计折旧(万元),,5329,,4719,,4394,,3851,,4057,,3656,,3403,3078,,,,,,
固定资产净值(万元),,12500,,12472,,11580,,11969,,10917,,9645,,9232,8905,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,12500,,12472,12548,11580,11788,11969,12574,10917,9546,9645,9731,9232,8905,9142,9396,3027,1758,1653,
在建工程(万元),,,,,,,,,,12,37,37,,,,,,5893,2103,168,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),2137,2175,1851,1875,1711,1727,1655,1522,1535,1548,1560,1573,1500,1508,1525,1542,1559,1592,1626,1659,
开发支出(万元),431,269,352,352,263,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),422,454,472,493,527,489,399,345,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),2255,2498,2246,1927,1792,1792,1338,1094,929,929,840,839,736,736,633,544,484,395,206,142,
其他非流动资产(万元),,,,,,,,5004,,,,,,,,,,,,,
非流动资产合计(万元),29849,25902,25270,25049,24905,23194,22762,22563,17153,13405,11984,12094,11968,11477,11063,11228,11438,11073,7066,5236,
资产总计(万元),238058,135936,121188,125099,114253,108989,104699,111672,97956,90367,98187,109134,81115,77696,72954,58506,60228,54384,43078,37306,
短期借款(万元),15804,10500,9490,7490,13100,13000,8900,8900,3900,,3000,3000,11590,11590,4310,11289,6990,7000,5500,3000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),1228,2985,,3184,,890,1797,2200,,1090,,4562,4135,1640,2780,650,2959,1920,1809,330,
应付账款(万元),64055,21894,,23666,,14582,12434,15533,12144,10665,10806,15461,12431,15011,16088,9117,10726,9197,6233,5952,
预收账款(万元),50203,16309,4673,3521,3339,2738,2424,2456,2856,2578,6524,6543,4393,3614,4466,1957,3012,703,436,3262,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1839,1740,1720,1646,1587,1533,1574,2094,1728,2265,2282,2638,1807,1706,1851,728,943,724,342,300,
应交税费(万元),4611,251,651,2472,384,384,274,1516,664,447,315,1704,647,339,3170,169,1613,2151,1528,1535,
应付利息(万元),,,,,,,,,,,,,,,,,,,,,
应付股利(万元),4,4,3,3,,11,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,2338,,2079,1617,2761,2611,2828,783,423,338,348,413,199,168,243,239,209,265,267,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),4534,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),95,95,95,95,,,,,,,,,,,,,,,,,
流动负债合计(万元),148177,56117,41870,44157,34816,35899,30013,35528,22075,17468,23265,34256,35417,34099,32832,24153,26481,21904,16112,14645,
长期借款(万元),,4571,4421,4595,4629,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,23,
长期递延收益(万元),159,159,206,206,598,348,396,396,445,445,488,488,524,524,545,559,565,570,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,24,194,230,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),159,4731,4628,4802,5227,348,396,396,445,445,488,488,524,524,545,559,565,594,194,253,
负债合计(万元),148337,60848,46498,48959,40043,36247,30409,35924,22521,17913,23753,34744,35941,34623,33377,24713,27046,22498,16306,14898,
实收资本(或股本)(万元),10994,10763,10763,10763,10763,10830,10830,10830,10830,10670,10670,10670,8000,8000,8000,8000,8000,8000,8000,8000,
资本公积(万元),40363,36198,36140,36060,36451,37186,37010,36836,36753,34414,34414,34414,9207,9207,9207,9207,9207,9207,10305,10510,
减:库存股(万元),5120,1371,1371,1371,1374,2346,2346,2346,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),3511,3511,3511,3511,3473,3473,3473,3473,3119,3119,3119,3119,2328,2328,2328,1661,1661,1477,873,418,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),39571,25556,25220,26825,24598,23392,25323,26955,24735,24251,26232,26186,25639,23538,20042,14926,14315,13066,7594,3480,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),89319,74657,74263,75787,73912,72535,74290,75748,75435,72454,74435,74389,45174,43073,39577,33793,33183,31886,26772,22408,
少数股东权益(万元),403,432,428,352,298,207,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),89722,75088,74691,76140,74209,72742,74290,75748,75435,72454,74435,74389,45174,43073,39577,33793,33183,31886,26772,22408,
负债和所有者权益(或股东权益)总计(万元),238058,135936,121188,125099,114253,108989,104699,111672,97956,90367,98187,109134,81115,77696,72954,58506,60228,54384,43078,37306,		
