报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),3621,3372,7458,5295,5735,3100,6660,4905,6351,7872,8395,7536,18314,3630,2716,2927,1701,1962,994,2116,1229,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,3,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),9510,7209,6510,6636,5843,6599,4735,4986,6750,6681,6000,4707,4783,3924,3967,4406,2657,2314,2647,2700,3094,
应收账款(万元),12878,17154,12514,8815,9245,10556,10234,5692,7129,6376,6776,5147,6909,6960,7221,5148,6148,5371,5880,6803,3469,
预付款项(万元),2917,2192,839,901,1815,1421,1948,1573,1524,625,782,609,27,63,35,42,442,141,259,578,638,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,44,,24,51,30,51,50,31,64,31,8,222,289,400,249,357,386,492,366,802,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),16818,12337,14769,14652,16147,13072,9874,10927,8215,7335,6588,6879,5845,5140,4669,5727,6942,6792,6595,4390,10259,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1690,1320,2161,2263,1201,4999,3602,6741,7176,8087,9039,12454,57,6,,,10,24,215,,,
流动资产合计(万元),47557,43627,44394,38587,40036,39776,37104,34875,37176,37040,37612,37340,36157,20012,19008,18498,18259,16988,17083,16954,19491,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,41840,,33657,,21339,,17425,,17136,,16555,,,16200,16160,,15591,14399,13172,12818,
累计折旧(万元),,11176,,9888,,9657,,9197,,8675,,8212,,,7554,7314,,6377,5677,5270,4607,
固定资产净值(万元),,30664,,23769,,11682,,8228,,8461,,8343,,,8646,8846,,9214,8722,7902,8211,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,30664,,23769,14710,11682,8049,8228,8378,8461,8492,8343,8483,8653,8646,8846,8994,9214,8722,7902,8211,
在建工程(万元),,7656,,10326,10660,11459,11055,8418,1456,727,513,471,190,55,154,97,9,173,769,210,,
工程物资(万元),,203,,484,,300,367,513,166,36,132,61,18,9,9,7,27,6,11,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),7330,7395,3933,3980,2613,2629,2644,2659,2675,2691,2076,2082,2093,2105,2118,2130,2721,1358,1385,1420,696,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),3714,3714,3714,3714,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),,,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,6,7,5,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),413,337,270,449,373,309,260,235,264,247,234,260,241,291,260,257,227,210,189,199,88,
其他非流动资产(万元),3751,3401,4937,3693,3234,1681,2299,2431,3891,995,166,38,42,68,50,48,144,49,39,253,63,
非流动资产合计(万元),56595,53570,48958,46415,31589,28060,24675,22484,16831,13158,11614,11256,11070,11184,11240,11390,12125,11015,11119,9990,9063,
资产总计(万元),104152,97197,93352,85001,71626,67835,61779,57360,54007,50198,49226,48595,47227,31196,30248,29888,30383,28003,28203,26944,28554,
短期借款(万元),12061,10396,7038,2133,2661,1400,,,,,,,,,,,3826,2070,2860,4120,6012,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),2472,2498,,4510,,2754,3010,2953,1982,1075,870,754,1013,1104,803,2539,582,,,,,
应付账款(万元),8004,5981,,6243,,8593,4996,4879,3457,2810,2309,2738,2179,2379,2478,1148,1947,1929,2862,2828,3287,
预收账款(万元),225,349,180,310,136,265,428,148,244,355,254,302,133,65,22,81,22,9,85,79,659,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1524,1300,1180,1664,1472,1438,1243,1410,1240,1125,992,1204,909,901,911,1038,929,1024,1020,870,853,
应交税费(万元),805,1488,487,318,616,511,609,288,684,371,311,215,296,239,546,488,226,148,83,453,461,
应付利息(万元),32,15,15,6,4,2,,,,,,,,,,,6,3,7,7,6,
应付股利(万元),,,,,,,,,,,,,,,,,,,,5,1260,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,18637,,8862,,1824,1853,265,236,149,195,157,156,184,144,30,182,103,169,247,389,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
