报告日期,2020-09-30,2020-06-30,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),156832,30796,29211,23139,6649,2982,2590,2603,5962,5565,4192,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),4608,3712,2831,298,1111,1458,697,67,700,537,344,
应收账款(万元),5926,7035,6029,6947,4665,3596,3715,3432,4250,3405,3811,
预付款项(万元),123,310,168,669,444,483,409,122,501,479,214,
应收保费(万元),,,,,,,0,,,,,
应收分保账款(万元),,,,,,,0,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),114,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,22,,,,6,33,23,4,4150,9432,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),8077,7312,8815,11549,6071,4521,6378,5277,5083,4634,4807,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,0,,,,,
其他流动资产(万元),57,96,,240,18,2795,1000,1042,2000,1047,316,
流动资产合计(万元),175743,49283,47075,42845,18959,15840,14822,12567,18500,19817,23116,
发放贷款及垫款(万元),,,,,,,0,,,,,
可供出售金融资产(万元),,,,,,,0,,,,,
持有至到期投资(万元),,,,,,,0,,,,,
长期应收款(万元),,,,,,,0,,,,,
长期股权投资(万元),,,,,,,0,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,0,,,,,
固定资产原值(万元),,29537,,,,,,,,,,
累计折旧(万元),,10543,,,,,,,,,,
固定资产净值(万元),,18994,,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,18994,,,,13033,13523,7621,14037,14258,4837,
在建工程(万元),,6485,,,,2085,494,6155,,,5369,
工程物资(万元),,,,,,,0,,,,,
固定资产清理(万元),,,,,,,0,,,,,
生产性生物资产(万元),,,,,,,0,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,0,,,,,
无形资产(万元),2117,2130,2158,2193,2019,1848,1870,1883,1902,1923,1702,
开发支出(万元),,,,,,,0,,,,,
商誉(万元),,,,,,,0,,,,,
长期待摊费用(万元),,,,,,,0,,,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),121,134,136,157,195,165,233,216,212,275,194,
其他非流动资产(万元),1108,412,1171,957,97,10,300,296,282,271,2710,
非流动资产合计(万元),29451,28155,24328,20518,17845,17141,16420,16171,16433,16728,14811,
资产总计(万元),205194,77438,71403,63363,36804,32981,31242,28738,34933,36545,37926,
短期借款(万元),,,,,4686,4435,2929,2000,4500,6000,6673,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,0,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,0,,,,,
应付票据(万元),7561,3738,466,,,880,2065,1000,3930,996,5880,
应付账款(万元),3026,3245,2421,,,1374,1467,1633,1901,2605,2481,
预收账款(万元),,8,444,468,272,38,18,29,34,36,86,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),220,206,670,325,301,138,80,73,75,95,97,
应交税费(万元),565,226,281,622,416,257,205,95,200,78,55,
应付利息(万元),,,,,6,4,5,7,43,17,24,
应付股利(万元),,,,,,,0,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,,,,,8,2,32,154,4139,12,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,500,1500,2000,1000,1000,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),11585,7531,4388,11406,8095,7133,7270,6370,12837,14966,16308,
长期借款(万元),,,,,,,0,,1000,2000,4000,
应付债券(万元),,,,,,,0,,,,,
长期应付款(万元),,,,,,,0,,,,,
专项应付款(万元),,,,,,,0,,,,,
预计非流动负债(万元),,,,,,,0,,,,,
长期递延收益(万元),406,435,494,571,699,407,447,489,453,492,570,
递延所得税负债(万元),,,,,,,0,,,,,
其他非流动负债(万元),,,,,,,0,,,,,
非流动负债合计(万元),406,435,494,571,699,407,447,489,1453,2492,4570,
负债合计(万元),11991,7967,4881,11978,8794,7540,7717,6859,14290,17457,20878,
实收资本(或股本)(万元),15556,11667,11667,11667,10588,10588,10588,10588,10588,10580,10580,
资本公积(万元),130233,14122,14122,14122,9618,10055,10055,10055,8,,,
减:库存股(万元),,,,,,,0,,,,,
专项储备(万元),59,12,,606,729,264,192,90,437,333,448,
盈余公积(万元),5419,5419,5419,3225,1113,453,115,115,1033,1033,608,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
