报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),135432,181171,286261,119402,154945,89935,74252,71476,84095,145116,171897,216527,27473,23494,25498,20578,65422,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),645,1039,935,1376,,,,,,,551,,100,510,,,,
应收账款(万元),211397,200559,171053,155957,146030,138323,105894,94690,70390,56293,29201,29428,24152,16394,10845,7993,3405,
预付款项(万元),5798,6934,9698,5584,10410,10769,7553,4394,5396,7001,4640,4258,4789,2997,2669,1629,2452,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),49,49,49,49,,,,,,,,,,,,,,
其他应收款(万元),,7221,,5147,7771,5946,4154,2653,2205,2081,1295,953,1717,1329,2005,3582,4597,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),23453,25085,25016,24002,20189,16500,14912,13061,17490,18332,15600,12119,11514,11357,8015,9635,5432,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),19341,13182,8958,8958,,,,,,,,,,,,,,
其他流动资产(万元),76141,75558,74266,74208,70485,63749,55377,52283,42886,33289,23987,22762,20378,11778,6048,2535,0,
流动资产合计(万元),479756,510798,585419,394682,409830,325221,262141,238557,222463,262112,247172,286045,90123,67860,55080,45953,81308,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,600,600,600,600,600,600,600,600,600,600,600,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),65973,59650,48655,43234,2964,2964,,,,,,,,,,,,
长期股权投资(万元),8488,6512,6475,6493,6333,5333,5253,5253,4012,4012,3957,3957,2013,2040,921,717,813,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),1933,1949,1965,1981,1381,1392,1403,1414,1425,1436,,,,,,,,
固定资产原值(万元),,687306,,626697,,519967,,482794,,409263,,346729,322177,309674,263061,228568,207440,
累计折旧(万元),,188279,,169180,,155178,,140291,,127114,,117018,107709,100031,82163,65161,48981,
固定资产净值(万元),,499027,,457517,,364789,,342503,,282149,,229711,214468,209643,180898,163407,158459,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,499027,,457517,394731,364789,344233,342503,300333,282149,235584,229711,214468,209643,180898,163407,158459,
在建工程(万元),,162792,,178827,237263,181130,144268,124738,85040,61044,65315,61581,29858,18740,25788,28874,15001,
工程物资(万元),,36570,,38858,,46227,53249,40672,48262,40931,23929,17888,18999,9456,7333,5957,8828,
固定资产清理(万元),,41,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),7861,7388,7425,7716,6787,6874,6828,5662,5451,5036,5156,5347,4839,4719,3644,3000,2334,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),191,234,234,,,,,,,,,,,,,,,
长期待摊费用(万元),118911,118296,116188,115490,107452,98461,89861,88976,76836,66855,53101,52978,46684,44589,43294,48702,50770,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),74,62,68,62,65,56,57,24,41,36,1,1,0,0,,,,
其他非流动资产(万元),1782,2367,3293,4411,3476,5032,4044,4272,3036,2138,3170,2768,2757,1621,75,75,,
非流动资产合计(万元),923832,895487,871239,855188,761053,712857,649797,614116,525036,464235,390813,374831,320218,291408,261952,250732,236205,
资产总计(万元),1403588,1406285,1456658,1249869,1170883,1038078,911938,852673,747499,726348,637985,660876,410341,359267,317033,296685,317513,
短期借款(万元),143885,146100,217100,153300,146200,121200,105000,42000,,,,20000,7000,,,7000,20000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),27849,7593,,31189,,10947,,,,,,,,,,,,
应付账款(万元),229800,255851,,304176,,275351,194985,195970,175241,158318,90314,89461,74846,58334,47247,48789,42207,
预收账款(万元),90568,89240,99456,94869,92949,94007,100473,97158,78525,81069,86455,84387,91668,93275,95965,84086,64188,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),11985,12850,10487,25211,12726,14268,12937,26906,15657,14023,8185,20372,9139,14241,10739,8114,6167,
应交税费(万元),1814,382,636,807,110,383,351,641,274,383,165,359,129,171,384,361,949,
应付利息(万元),835,1120,1033,502,276,346,257,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,5600,,182,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,19468,,19837,,22402,21556,19531,18511,16140,14512,14260,11373,11259,9940,15083,23368,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
