报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),54608,81130,27682,39229,36475,33083,41525,56958,37203,41689,47019,46176,62453,12552,22190,14781,17115,9622,14259,11030,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),16500,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),8120,5869,6085,8023,3554,2928,3575,4184,4587,1078,707,198,30,220,746,2389,,600,370,,
应收账款(万元),157850,158235,150605,158196,150143,162865,140433,155129,159780,153222,144060,140957,140560,127913,109628,107540,95899,64784,59540,44497,
预付款项(万元),8707,5150,4459,3588,4551,2239,3332,2166,2490,1906,785,1065,692,1578,881,1807,1326,3104,1164,510,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,10835,,9721,4959,4262,4475,3616,4156,3986,2997,2796,2923,2362,2550,2490,2457,2186,2274,1603,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),15681,13956,12252,7451,5879,5542,4656,4310,4538,3448,3045,3047,4377,3003,3589,2864,4356,3002,2853,1672,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),17,17,60,65,265,3281,5049,10211,17000,17001,12201,4201,,473,473,383,323,293,112,,
流动资产合计(万元),272068,275191,211430,226275,205826,214201,203046,236574,229753,222330,210814,198442,211036,148101,140058,132254,121477,83590,80571,59312,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),73,75,27,40,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),9566,9674,15511,15712,22631,23054,10322,10452,1798,1821,1844,1868,1891,1914,1961,,,,,,
固定资产原值(万元),,32095,,25538,,18010,,4547,,3836,,3706,,3656,3479,,,,2910,,
累计折旧(万元),,4405,,3398,,2701,,2337,,2150,,2097,,1992,1838,,,,1051,,
固定资产净值(万元),,27690,,22140,,15309,,2210,,1686,,1610,,1665,1641,,,,1860,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,27690,,22140,15135,15309,2178,2210,1671,1686,1559,1610,1599,1665,1641,1686,1781,1781,1860,1721,
