报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),22752,26063,16182,17086,23612,31155,27092,22894,40531,29971,17427,19285,8859,12968,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),43,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),1549,1880,390,925,1259,1148,231,315,144,503,250,574,301,313,
应收账款(万元),59708,53885,57818,48208,56010,51484,55385,34205,44925,34671,26541,26680,16334,9883,
预付款项(万元),7402,6647,4487,3014,7638,7912,10124,5611,2548,3035,4103,2363,1881,2208,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),93,73,11,0,,,,21,,,,,5,,
应收股利(万元),,,,0,,,,,,,,,,,
其他应收款(万元),,11547,,9358,8434,7038,6616,5290,4421,3253,3069,1944,3817,1509,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),50220,52247,44848,43316,39306,34545,43705,39206,29502,23416,28527,24267,24242,23344,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),385,498,630,694,266,378,221,10147,242,225,254,18,29,,
流动资产合计(万元),157907,152840,136519,122601,136525,133659,143375,117687,122314,95073,80171,75131,55469,50224,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,4485,4475,5475,5300,500,500,500,500,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),4080,3996,3831,3911,4272,4361,2866,1903,1839,1816,1743,604,525,627,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),251,256,262,268,,,,,,,,,,,
固定资产原值(万元),,156633,,142011,,106419,,85880,,69619,63866,,,,
累计折旧(万元),,25901,,21025,,17318,,13998,,11054,8816,,,,
固定资产净值(万元),,130732,,120986,,89101,,71882,,58565,55050,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,130732,,120986,104973,89101,83695,71882,60631,58565,55050,33138,16729,10923,
在建工程(万元),,37773,,29646,32660,36418,33108,23261,16447,12392,5148,6018,3194,1402,
工程物资(万元),,,,,,,1,,5,,,,,,
固定资产清理(万元),,,,0,,,,,,,,,,,
生产性生物资产(万元),17935,12215,10722,8394,7888,6791,6221,5927,4787,5119,4487,2366,1973,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),20696,19569,18128,17695,16141,16273,14852,14323,12397,10389,9964,7249,4341,1729,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),12704,7678,2337,2081,1949,1898,1628,1515,1039,1039,1039,562,443,443,
长期待摊费用(万元),12915,11281,10908,10563,8592,8137,7287,6045,3314,3042,2622,2217,2160,1093,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),8895,7964,7220,6652,6571,6342,6261,5984,6189,5916,5701,4967,3926,2556,
其他非流动资产(万元),11189,6076,3660,3230,8276,6553,8376,4779,10313,6116,5244,2570,3927,2048,
非流动资产合计(万元),294184,240685,217224,207902,196797,181174,164795,136121,117460,104894,91000,59692,37217,20821,
资产总计(万元),452090,393525,353743,330503,333322,314834,308170,253808,239775,199967,171171,134823,92686,71045,
短期借款(万元),110946,103491,92230,92507,90532,81664,75270,41320,38900,35720,23693,20785,17650,5750,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),2196,1074,,,,,,,127,1457,366,,,,
应付账款(万元),112513,94296,,72585,,68216,70977,53965,61749,56912,49063,47594,35499,37346,
预收账款(万元),5963,7054,4391,2537,5974,4948,3332,3499,2725,2042,3887,4179,1573,981,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),3345,3596,3521,3596,3420,3244,3455,4039,3085,3023,3510,3483,3040,3239,
应交税费(万元),1282,935,810,940,1266,936,1637,1662,1487,1127,1004,1343,667,1849,
应付利息(万元),581,324,273,282,257,239,204,221,73,88,57,34,40,30,
应付股利(万元),,1086,,,,1491,,,,,,280,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,22020,,12627,,12190,4955,6081,4997,3300,2725,2267,4358,6969,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),14882,12457,9563,10362,5527,6608,6732,8215,7035,6090,5815,2700,762,,
其他流动负债(万元),3880,2879,2249,2718,4106,3217,2947,3750,4481,3542,4989,4490,6226,4246,
流动负债合计(万元),287174,249210,218363,198156,196900,182754,169509,122751,124659,113302,95110,87156,69814,60409,
长期借款(万元),20700,20700,21200,21200,25300,25300,25600,25600,11700,10200,9000,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,7161,,4410,4645,3441,4592,5135,6149,6070,5764,2316,1069,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),442,577,754,861,892,776,446,446,198,158,196,19,,,
长期递延收益(万元),4422,4282,4340,4278,3389,3366,3400,3159,2312,2329,1717,791,309,,
递延所得税负债(万元),684,704,532,541,100,,,,,,,,,,
其他非流动负债(万元),1420,1035,152,163,135,137,152,162,402,207,8,3,,,
非流动负债合计(万元),39125,34458,30271,31453,34462,33020,34191,34502,20761,18965,16686,3129,1378,0,
负债合计(万元),326299,283668,248634,229610,231362,215774,203699,157253,145419,132267,111796,90285,71192,60409,
实收资本(或股本)(万元),43421,43421,43604,42598,42607,42607,42609,42000,42000,36000,36000,30000,10000,6700,
资本公积(万元),25117,24703,25933,21817,22299,22155,22770,19540,19668,2651,2817,2752,1546,916,
减:库存股(万元),7560,7560,8749,3871,3942,3942,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),2112,2112,2037,2037,1817,1817,1817,1817,1502,1502,1502,303,,,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),22431,20525,20537,18796,19167,17683,18897,17489,16039,13415,6993,5054,5520,1747,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),83765,81445,83361,81377,81948,80320,86094,80847,79208,53567,47312,38109,17066,9363,
少数股东权益(万元),42026,28411,21748,19516,20013,18740,18377,15708,15147,14133,12063,6429,4428,1273,
所有者权益(或股东权益)合计(万元),125791,109857,105109,100893,101960,99059,104471,96555,94356,67700,59375,44539,21494,10635,
负债和所有者权益(或股东权益)总计(万元),452090,393525,353743,330503,333322,314834,308170,253808,239775,199967,171171,134823,92686,71045,		
