报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
货币资金(万元),80528,9757,10697,16534,8694,7407,4016,5133,216,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),8318,8308,9433,5434,7560,5356,2501,3438,,
预付款项(万元),5013,6893,2244,1489,1415,642,188,196,1,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,3429,3663,1666,2615,1924,779,31,439,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),11897,6620,7458,6370,2417,3579,4052,4635,14,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),716,3715,8709,1583,6678,3076,4583,1,,
流动资产合计(万元),109258,38721,42204,33077,29379,21984,16119,13433,669,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,1000,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,11450,1505,,,,,,,
累计折旧(万元),,368,314,,,,,,,
固定资产净值(万元),,11082,1191,,,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,11082,1191,573,648,270,205,118,1,
在建工程(万元),,,,,,,,,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),56,63,21,27,33,,,,,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),1322,1426,1715,1023,1095,177,89,,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),148,155,173,97,136,97,60,46,0,
其他非流动资产(万元),2297,,4031,5497,4031,659,,,,
非流动资产合计(万元),15759,13726,8130,7217,5943,1202,354,164,1,
资产总计(万元),125016,52448,50335,40295,35322,23186,16473,13597,670,
短期借款(万元),,,,2000,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),4092,,,1297,1287,2285,1677,2370,261,
预收账款(万元),77,9,8,16,36,5,,,,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1259,1193,1327,878,1134,897,726,479,52,
应交税费(万元),1100,2361,3859,1363,2866,1723,1326,1074,322,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,1492,2984,5869,1152,1949,476,40,5,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),9463,8484,10333,11422,6474,6858,4205,3962,640,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,
负债合计(万元),9463,8484,10333,11422,6474,6858,4205,3962,640,
实收资本(或股本)(万元),8000,6000,6000,6000,6000,3781,3705,3705,10,
资本公积(万元),71398,4483,4483,3608,3608,5622,4732,4248,10,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),1796,1796,1796,1093,1093,333,,48,1,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),34350,31685,27731,18171,18148,6591,3831,1633,9,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),115553,43963,40002,28872,28848,16327,12268,9634,30,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),115553,43963,40002,28872,28848,16327,12268,9634,30,
负债和所有者权益(或股东权益)总计(万元),125016,52448,50335,40295,35322,23186,16473,13597,670,		
