报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),28872,32719,33769,26756,20526,9681,7622,12466,6461,9531,7104,10213,5003,1054,2812,645,99,63,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),1000,1000,1000,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),43,361,559,591,16,62,100,52,,20,,,564,301,198,,,,
应收账款(万元),4051,3903,3876,2909,3133,2858,2471,1696,1748,728,828,403,257,330,16,2,1,1,
预付款项(万元),3515,3121,1825,1637,1012,1222,1128,427,581,474,363,218,290,93,159,76,25,12,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,603,,424,469,407,456,366,60,236,25,42,48,14,21,4,56,53,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),3665,2901,2116,1968,2019,1610,1516,1486,1239,912,1055,892,835,806,819,623,150,22,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),10695,8269,8307,16276,21165,4276,4230,228,4154,2628,3595,,2180,2180,,5,,,
流动资产合计(万元),52475,52878,51997,50561,48340,20115,17522,16722,14243,14529,12970,11767,9177,4779,4025,1355,331,151,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,12015,,11191,,7861,7252,7109,,4124,,1467,,,261,246,114,57,
累计折旧(万元),,3586,,2771,,2066,1779,1510,,605,,229,,,52,42,24,14,
固定资产净值(万元),,8429,,8420,,5795,5473,5599,,3519,,1238,,,208,204,90,43,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,8429,,8420,5820,5795,5473,5599,4949,3519,2791,1238,1031,1016,208,204,90,43,
在建工程(万元),,582,,582,3158,2113,1779,1366,1070,1193,,,,,576,528,40,,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),1759,1769,1783,1798,1805,1820,1835,1849,1854,251,262,274,281,281,287,291,,,
开发支出(万元),,,,,,,,,,,,,,,38,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),264,284,302,322,83,90,97,104,196,217,191,114,75,24,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),70,69,37,31,26,22,16,13,13,6,6,2,2,2,0,0,4,2,
其他非流动资产(万元),,,,,,,,,,,,,,,,,,,
非流动资产合计(万元),11580,11132,11103,11153,10892,9841,9199,8932,8082,5186,3251,1628,1390,1322,1109,1024,135,45,
资产总计(万元),64054,64010,63099,61715,59232,29955,26721,25654,22325,19715,16221,13396,10566,6101,5134,2379,466,196,
短期借款(万元),,279,539,539,,,,,,,,,,,,100,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,672,308,484,,,,,,,
应付账款(万元),907,1120,,413,,466,311,408,407,192,388,278,134,350,408,393,14,5,
预收账款(万元),214,217,194,223,219,222,123,116,140,387,276,399,334,313,685,334,128,45,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),467,370,329,504,306,281,270,528,235,543,181,298,133,176,53,74,19,,
应交税费(万元),165,229,141,162,260,614,177,143,398,287,345,242,419,241,202,49,18,5,
应付利息(万元),,,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,133,,326,52,20,14,23,15,14,81,95,498,51,1777,56,120,104,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,
流动负债合计(万元),1909,2347,1900,2167,1331,1603,895,1217,1194,2095,1579,1795,1518,1131,3125,1006,300,159,
长期借款(万元),,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,9,35,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),4,4,4,5,5,6,6,6,7,8,8,9,10,11,,,,,
递延所得税负债(万元),284,284,284,284,137,137,137,137,104,104,52,52,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,12,13,15,,
非流动负债合计(万元),287,288,288,288,142,142,143,143,111,111,61,61,10,11,12,13,24,35,
负债合计(万元),2196,2635,2188,2455,1473,1746,1038,1360,1305,2207,1640,1857,1528,1142,3137,1019,323,194,
实收资本(或股本)(万元),6659,6659,6659,6659,6659,4994,4994,4994,4994,4994,4994,4994,4795,671,600,600,115,115,
资本公积(万元),32346,32346,32346,32346,32330,2730,2730,2730,2730,2730,2730,2730,2179,1988,365,365,,,
减:库存股(万元),,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),2502,2502,2502,2502,1900,1900,1900,1900,1229,1229,611,611,255,255,39,39,3,,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),19790,19338,18919,17310,16570,18306,15795,14433,11968,8555,6246,3204,1809,2045,993,355,25,-113,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),61296,60844,60425,58816,57459,27930,25420,24057,20921,17508,14581,11539,9038,4959,1997,1360,142,2,
少数股东权益(万元),562,531,486,444,300,279,264,236,99,,,,,,,,,,
所有者权益(或股东权益)合计(万元),61858,61375,60911,59259,57759,28210,25683,24293,21020,17508,14581,11539,9038,4959,1997,1360,142,2,
负债和所有者权益(或股东权益)总计(万元),64054,64010,63099,61715,59232,29955,26721,25654,22325,19715,16221,13396,10566,6101,5134,2379,466,196,		
