报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
货币资金(万元),2298385,2198850,2159617,1345857,1663289,1752447,1142393,817963,721771,
结算备付金(万元),397805,256563,383050,702811,340167,227394,404046,486673,881997,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),913625,1002260,927234,857330,893665,956604,598095,544290,334372,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,,,,
应收账款(万元),187447,310306,301976,282688,302274,324713,305331,34770,28354,
预付款项(万元),,,,,,,,,,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,12292,14567,13279,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,,,,,,,,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),257005,324414,182461,139530,115667,166031,165592,20382,7501,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),254504,534943,426215,487884,555588,739792,1020941,1114337,488435,
存货(万元),,,,,,,,,,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),,,,,,,,,,
流动资产合计(万元),,,,,,,,,,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,413195,228148,545811,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,97600,97600,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,42016,,41213,40090,,,,,
累计折旧(万元),,34421,,33538,33318,,,,,
固定资产净值(万元),,7595,,7675,6772,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),7970,7595,7895,7675,6772,6762,7277,8135,9352,
在建工程(万元),,,,,,13,,40,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),11258,11356,11578,11806,10815,10417,10229,7571,7167,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,,,,,,,1536,1631,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),21760,20457,19345,21087,12433,19164,20125,17081,19435,
其他非流动资产(万元),4754,4729,5887,4832,4491,4598,4458,448,425,
非流动资产合计(万元),,,,,,,,,,
资产总计(万元),5621110,5678776,5406955,4831179,4835057,5130719,4715505,4246073,4010196,
短期借款(万元),,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),98146,,110971,160314,100000,30000,130000,150000,,
交易性金融负债(万元),1779,964,944,1395,344,299,2097,,,
衍生金融负债(万元),220,135,241,380,415,467,,211,162,
应付票据(万元),,,,,,,,,,
应付账款(万元),440124,44501,36998,28154,30836,24693,25926,45708,46948,
预收账款(万元),,,,,,,,,,
卖出回购金融资产款(万元),184264,323577,322210,161315,168354,286777,128117,552216,627840,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),67998,70251,59045,57193,30372,48580,45295,51109,67110,
应交税费(万元),12377,10599,14360,7639,7307,7647,23621,12763,12264,
应付利息(万元),,,,,,,27105,16836,16097,
应付股利(万元),,8334,8334,1526,1526,11575,998,0,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,,,,,,,,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),1707595,1670444,1648452,1419844,1383200,1388572,951758,1110353,1401839,
代理承销证券款(万元),,,,,2200,1606,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),,,,,,,,,,
长期借款(万元),,,,,,,,,,
应付债券(万元),878843,1026807,771018,867825,1024394,1226191,1100000,1193754,808383,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,311,311,
长期递延收益(万元),,,,,,,,,,
递延所得税负债(万元),,,,,,,,,1365,
其他非流动负债(万元),132391,252463,251166,251127,251051,250942,250295,19,12,
非流动负债合计(万元),,,,,,,,,,
负债合计(万元),4123972,4207971,3960095,3557393,3563890,3883611,3510935,3133279,2982331,
实收资本(或股本)(万元),277800,277800,277800,250000,250000,250000,250000,250000,250000,
资本公积(万元),734115,734115,734115,614134,614134,614134,614134,129888,133315,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),36775,36775,36775,36775,29401,29401,26304,130500,116762,
一般风险准备(万元),240259,238606,237016,235463,218800,217628,216090,89709,78268,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),205538,179410,156505,133857,155582,133203,96372,428774,374757,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),1496537,1470245,1446344,1273312,1270711,1246681,1204225,1112794,1027865,
少数股东权益(万元),602,560,515,474,456,426,346,,,
所有者权益(或股东权益)合计(万元),1497139,1470805,1446859,1273786,1271167,1247108,1204570,1112794,1027865,
负债和所有者权益(或股东权益)总计(万元),5621110,5678776,5406955,4831179,4835057,5130719,4715505,4246073,4010196,		
