报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37550,41162,37817,64823,31148,47558,97453,108900,69532,85282,186063,111044,57505,57439,70368,79994,52591,66460,39281,45977,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),78634,75058,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),20,15,,40,40,15,,,45,20,58,81,111,181,10,20,,114,223,215,
应收账款(万元),49754,35181,41801,58962,46111,32088,40903,48681,42165,27522,27201,37578,33370,22592,37313,27752,16654,23041,17615,14447,
预付款项(万元),41851,31530,29418,30282,41479,40128,34472,27510,43502,37909,32244,27289,38048,23859,24412,17809,20468,15460,16302,7942,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,474,277,312,132,764,262,63,8,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,14132,,12496,,11217,11964,9682,10816,10527,10821,10127,11516,10944,9325,7607,7786,7594,7379,8283,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),212372,169446,158893,183621,219145,167406,157323,182819,196146,153733,141407,162109,185973,150096,150875,106280,81922,86774,74485,66416,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,2757,3117,2076,2047,436,472,1069,2431,1034,1338,1316,505,
