报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),38843,28069,36362,75160,43945,46115,32170,8504,6245,6754,9425,2978,3740,2879,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),651,2928,519,315,1399,100,4656,3007,3715,1415,1915,1420,296,2684,
应收账款(万元),23376,22015,20079,26565,24437,28475,19653,12536,18189,15996,11438,7447,3986,2011,
预付款项(万元),3959,5344,6453,2096,3905,2150,5323,6865,3075,2799,5633,2644,3342,2374,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,6978,,7177,5343,3771,6536,2177,2380,1868,1803,2329,19324,574,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),9574,8506,9829,7811,8065,8327,13346,13362,11696,12108,9957,10900,7573,4859,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),33174,26795,20365,2712,41128,30110,51495,67495,596,638,370,87,440,0,
流动资产合计(万元),118177,100636,101618,121836,128222,119048,133177,113946,45896,41579,40541,27805,38701,15382,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,69,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,29376,,28283,,26457,,25996,,23542,23376,,,,
累计折旧(万元),,11719,,10601,,9512,,8491,,7760,6835,,,,
固定资产净值(万元),,17656,,17683,,16944,,17506,,15782,16541,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,17656,,17683,16770,16935,17094,17506,15955,15782,16541,17370,18141,13135,
在建工程(万元),,3155,,2072,1194,634,446,99,1969,1306,86,416,230,2206,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),31751,32264,32106,33174,33388,33861,13797,14169,14515,14824,15561,12703,13776,5059,
开发支出(万元),1760,1760,1760,1760,1800,1800,2320,1800,1820,1630,1630,3819,1725,4040,
商誉(万元),26,26,26,26,26,,,,,,,,,,
长期待摊费用(万元),15,15,,,184,,,,,,,26,47,69,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),755,747,706,747,438,438,438,438,260,233,196,200,119,323,
其他非流动资产(万元),1288,1288,798,798,230,518,230,230,107,955,679,717,643,913,
