报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),85166,113828,132875,49282,48441,43452,31556,39914,27575,15618,14180,15206,7290,338,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),1123,2383,443,473,,,3727,,,1105,112,1864,131,306,
应收账款(万元),12298,11816,11493,13274,,,14673,,,9664,3431,3602,1636,2096,
预付款项(万元),69144,69969,49614,34210,38947,32633,39853,54330,21962,22361,12816,12798,9959,10796,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,2525,,2547,,,1174,,,4734,626,452,422,401,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),167738,135065,137936,151058,114871,98585,82009,80758,102451,119862,104210,89598,61265,34100,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,353,243,11,,
其他流动资产(万元),13376,8405,7222,8831,5031,5367,5497,7757,2914,2363,,,,,
流动资产合计(万元),353098,343991,341975,259675,226814,190066,178490,214681,182515,175707,135727,123764,80715,48037,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,2704,,2647,2695,2644,,,,,869,,,,
累计折旧(万元),,1955,,1894,1915,1855,,,,,74,,,,
固定资产净值(万元),,749,,753,780,789,,,,,794,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,749,,753,780,789,766,793,894,1168,794,94,55,39,
在建工程(万元),,,,,,,,,,28,,,,,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),30,38,25,26,40,57,75,99,162,111,5,5,,,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),1470,1238,1339,1428,1638,1767,1454,1851,3510,6260,7086,6637,4802,3823,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),5091,4989,5019,5370,5178,5096,5548,6398,7279,8112,1013,796,517,19,
其他非流动资产(万元),,,,,,,,,,,,,,,
非流动资产合计(万元),11364,7015,7175,7577,7636,7710,7843,9140,11846,15678,8899,7532,5374,3881,
资产总计(万元),364462,351006,349150,267252,234450,197775,186333,223822,194361,191385,144625,131296,86088,51918,
短期借款(万元),55000,62500,57100,54600,27566,26566,30966,40766,22000,34000,36500,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),16250,18958,,41268,,,19655,,,4174,6100,35000,,,
应付账款(万元),10019,5923,,10609,,,6855,,,14733,5808,4464,8614,6372,
预收账款(万元),10319,3780,3015,5721,2474,6637,5454,19583,7040,6630,8443,15907,5936,6890,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),3406,3432,3812,4733,2852,4313,2663,2894,1769,1769,1916,2143,1349,498,
应交税费(万元),7263,5645,4532,2260,3531,1394,2092,2011,2281,2255,2130,4417,2902,461,
应付利息(万元),64,77,80,76,,,30,,,53,64,9,1237,,
应付股利(万元),,,,,,,,,,6171,,12000,23650,22950,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,7074,,7727,,,9351,,,17564,5887,6044,8210,3393,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),929,1307,2157,2616,2305,1977,1895,2551,3918,4057,4965,4828,3903,2660,
流动负债合计(万元),113081,108695,113081,129609,105635,82900,78962,130903,91817,91406,71813,84811,55801,43226,
长期借款(万元),,,,,,,,,,,5500,5500,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,5500,5500,0,0,
负债合计(万元),113081,108695,113081,129609,105635,82900,78962,130903,91817,91406,77313,90311,55801,43226,
实收资本(或股本)(万元),41680,23155,23155,17367,17367,17367,17367,17367,16500,16500,16500,16500,5000,5000,
资本公积(万元),85721,104246,104566,21379,21379,21379,21379,21379,16245,16245,16245,16245,,,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,744,744,2500,2500,
一般风险准备(万元),,,,,,,,,,,,,,,
