报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5852,1725,3420,3287,3447,3945,4689,11922,18324,20177,2929,3736,3554,2513,2465,3987,2746,3430,2639,2018,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,6,,,,,,,,,,,,,94,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),48,44,702,941,325,458,217,178,66,255,331,29,38,25,26,,,,,40,
应收账款(万元),18156,19159,16578,18582,18325,16343,13246,14400,12801,10750,8299,9786,9284,8059,8230,7163,8077,9062,6641,6408,
预付款项(万元),611,696,469,231,1685,720,1413,436,500,188,184,101,410,602,607,639,722,524,537,304,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,360,,386,769,465,896,711,701,733,888,2166,142,293,381,604,1010,1049,1406,1668,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),15623,15009,15614,16590,16948,14679,13239,13180,11952,10172,9152,8959,8164,7938,7366,8090,7482,6205,4901,4323,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),7023,4087,5560,6855,9765,866,510,343,232,234,17,127,189,176,127,161,23,52,501,,
流动资产合计(万元),47806,41081,42752,46871,51264,37478,34211,41170,44577,42508,21801,24904,21780,19606,19202,20738,20060,20323,16625,14761,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),2553,2589,2498,582,595,607,620,632,645,657,670,682,695,707,732,121,124,,8,178,
固定资产原值(万元),,12314,,40622,,36942,,35103,,31604,,30108,,28176,27929,,17043,16329,13521,11564,
累计折旧(万元),,2030,,15683,,14352,,13063,,12425,,11389,,10487,9638,,8289,6723,5396,4238,
固定资产净值(万元),,10284,,24939,,22590,,22040,,19179,,18719,,17689,18291,,8754,9606,8125,7326,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,25291,,24939,22566,22590,21864,22040,19712,19179,18555,18719,17634,17689,18291,18136,8754,9606,8125,7326,
在建工程(万元),,11792,,11949,7266,5878,4045,2017,1806,1388,713,759,,,,1022,6991,3521,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),7283,7337,7390,8767,8786,8828,8888,8948,7073,7115,7185,5645,5622,5657,5726,5966,6038,6183,1761,1733,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),1321,1373,1106,658,268,315,316,299,124,130,149,127,170,199,164,143,172,220,179,128,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),661,642,622,683,204,256,228,226,162,217,220,179,188,188,154,140,159,120,95,121,
其他非流动资产(万元),1468,1439,1173,995,2908,3455,1817,375,837,838,801,981,,938,269,,,,,,
非流动资产合计(万元),51048,50463,50180,48575,42593,41928,37779,34536,30360,29525,28294,27093,24309,25378,25337,25529,22239,19649,10168,9485,
资产总计(万元),98853,91544,92932,95446,93856,79406,71990,75705,74936,72033,50095,51997,46090,44984,44538,46267,42299,39972,26793,24247,
短期借款(万元),28954,23704,22604,22568,23097,25392,21970,22970,25470,25570,5300,6216,4349,14517,12412,11049,8088,6200,7290,5450,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),34,37,2,13,,,,,,,,,91,150,1,,71,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),1247,1346,,4446,,2420,1726,2552,2128,1245,1399,1463,944,727,880,1031,889,417,,,
应付账款(万元),10494,9071,,10750,,10183,7145,8623,7907,6777,5031,6703,4917,5820,5553,6318,5116,6625,4021,5482,
预收账款(万元),581,588,179,504,299,392,342,454,200,520,354,246,268,295,377,458,325,173,355,489,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1088,1040,1104,1406,1308,1176,900,1412,1161,914,754,1183,950,748,798,613,774,849,751,624,
应交税费(万元),515,487,775,671,584,522,269,499,81,152,111,227,73,127,358,306,360,403,188,603,
应付利息(万元),52,64,44,64,,32,56,26,26,14,7,9,,16,22,25,27,27,13,10,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,611,,757,991,746,1097,1001,343,370,550,458,208,83,64,110,168,361,38,1033,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),164,455,243,659,,,,,,,,,,,,2000,1950,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),43487,37402,38061,41838,40581,40862,33505,37536,37316,35563,13506,16506,11800,22482,20465,21910,17769,15056,12654,13691,
