报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),66687,66130,21446,28360,42704,46074,34004,30804,32073,27288,13328,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),3625,7625,1810,5800,34,33,67,62,30,6,12,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),1171,793,935,990,,,,,57,779,363,
应收账款(万元),62287,35545,25357,25149,,,,,13447,11423,11072,
预付款项(万元),1843,1689,3754,1679,908,1374,456,796,714,605,703,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,82,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,1529,,652,,,,,1205,1113,1820,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),36888,33602,28624,23643,21864,19905,17871,15196,10552,8546,7690,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),1076,72,5761,2292,1280,2312,3154,270,334,310,1346,
流动资产合计(万元),175034,146985,89395,88566,87058,91768,75993,65456,58495,50071,36332,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),20000,20000,20000,20000,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,2366,2344,1791,1699,1582,530,504,1811,1747,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,612,616,634,643,652,670,687,,,
固定资产原值(万元),,86761,83616,82705,,,,,,,,
累计折旧(万元),,32215,29774,28102,,,,,,,,
固定资产净值(万元),,54546,53842,54603,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,54546,53842,54603,,49990,50883,21665,22286,11592,11777,
在建工程(万元),,12761,,,,6273,6172,13737,6497,9484,4071,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),23546,23774,23967,24203,24887,25301,25390,26305,7211,5508,5631,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,464,464,464,464,,,
长期待摊费用(万元),1629,1657,1722,1768,1608,1551,1634,1766,133,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),6293,8949,8750,9369,6404,2515,2410,2633,1541,1226,893,
其他非流动资产(万元),17872,13677,9764,6349,632,1349,399,12218,214,860,247,
非流动资产合计(万元),143465,135870,130050,127926,94408,89786,89586,79990,39538,30480,24365,
