报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37004,38389,23239,30232,31226,30333,35219,46290,42129,42821,43574,45537,42386,40759,18566,13692,13561,9133,8201,3909,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,265,107,,,,,,,,,,,,17,,36,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),1173,1310,1940,1798,408,776,694,1539,593,483,539,1711,381,266,606,466,875,870,125,342,
应收账款(万元),18797,20986,20552,23956,19846,13139,12128,10426,12149,10502,8700,5636,7521,7098,4994,6327,5380,4348,3225,3864,
预付款项(万元),2158,1470,1613,1158,1312,1071,1826,736,1101,1199,674,274,345,220,651,570,586,521,357,256,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,6,,2,50,51,187,170,214,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,1241,,864,,369,332,245,287,198,143,82,112,669,45,100,327,666,443,454,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),22696,21235,19969,17465,16396,16349,14569,13061,11429,11664,10377,10348,7282,7087,5608,6479,6720,7483,7333,10040,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1255,1017,879,594,600,732,978,504,492,340,370,841,285,358,356,108,624,392,,500,
流动资产合计(万元),83891,85654,69929,76177,70297,62820,65934,72972,68392,67206,64377,64430,58312,56458,30826,27759,28074,23448,19683,19365,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),100,10,10,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,313,316,320,693,700,707,715,722,729,737,744,751,758,773,787,,,,,
固定资产原值(万元),,31245,,30356,,19176,,18478,,18378,,18013,,17835,17760,,18153,17254,9001,8559,
累计折旧(万元),,9476,,8494,,6450,,5964,,5928,,5529,,5126,4652,,3846,3192,2582,2127,
固定资产净值(万元),,21769,,21862,,12726,,12514,,12450,,12484,,12709,13107,,14308,14062,6418,6431,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,21769,,21862,12740,12726,12375,12514,12455,12450,12429,12484,12479,12709,13107,13340,14308,14062,6418,6431,
在建工程(万元),,3815,,1534,2351,1917,4621,1060,842,672,277,35,72,66,15,38,33,131,6446,4049,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),7540,7686,7722,7771,4988,1380,1402,995,981,1002,731,738,746,755,772,775,790,793,815,840,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),26434,26434,26434,26434,1846,1846,1846,1846,1846,1810,,,,,,,,,,,
长期待摊费用(万元),92,111,130,129,,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),366,283,207,189,104,90,76,75,79,135,55,60,101,102,94,146,170,182,164,92,
其他非流动资产(万元),1692,2033,1720,851,3421,7095,496,648,402,283,112,120,,16,17,46,99,39,22,10,
非流动资产合计(万元),63799,62453,61054,59088,26143,25755,21524,17853,17327,17082,14340,14180,14149,14405,14779,15133,15399,15206,13865,11423,
资产总计(万元),147691,148107,130983,135265,96440,88575,87458,90824,85720,84288,78717,78610,72461,70863,45605,42892,43473,38654,33548,30788,
短期借款(万元),1100,1100,1100,1100,,,,300,300,370,,,,,848,976,1004,,,2225,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),50,122,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),4614,4878,,5361,,2825,1331,3680,3061,2987,2509,2448,2163,1214,1284,1734,2055,2442,1587,977,
应付账款(万元),12384,15099,,17861,,15877,14838,14724,11945,12488,8941,10729,7362,8747,7243,6583,7984,6648,4764,7111,
预收账款(万元),2755,2763,2266,1865,2833,1707,2550,2168,1872,1626,1767,1407,906,1011,1193,918,1378,1121,1197,1106,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1120,1101,977,1790,964,884,903,1465,825,986,838,1123,980,845,982,585,869,780,732,532,
应交税费(万元),469,592,810,1859,631,492,47,680,730,831,278,320,371,393,52,322,55,233,-39,-122,
应付利息(万元),5,3,2,2,,,,0,1,1,,,,,0,,,,6,9,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,1244,,1088,917,338,257,398,229,1039,137,150,126,107,121,131,89,135,98,74,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,200,200,354,354,419,419,419,68,68,68,68,68,68,68,68,90,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),23350,26902,24518,31126,27328,22476,20347,23834,19383,20395,14539,16244,11977,12385,11792,11316,13502,11448,8344,11912,
长期借款(万元),4416,2621,1270,,,,,,,,,,,,,,,,3000,1500,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,351,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),11,11,11,11,,,,,,,,,,,,67,,,,,
长期递延收益(万元),186,204,221,238,186,204,221,238,135,152,169,186,203,220,254,288,322,413,,,
递延所得税负债(万元),508,522,585,572,50,54,58,62,66,,,,,,,3,,5,,,
其他非流动负债(万元),800,800,800,800,,,351,351,,,,,,,,,,,413,,
非流动负债合计(万元),5921,4157,2887,1621,237,258,630,650,551,152,169,186,203,220,254,358,322,418,3413,1500,
负债合计(万元),29272,31059,27405,32747,27564,22733,20976,24484,19934,20547,14708,16430,12180,12605,12046,11674,13824,11867,11757,13412,
实收资本(或股本)(万元),31797,31797,22103,22103,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,7500,7500,7500,7500,7500,7500,
资本公积(万元),49867,49867,45261,45261,17166,17166,17166,17166,17213,17213,27213,27213,27213,27213,8073,8073,8073,8073,8080,8080,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,
专项储备(万元),103,100,83,56,52,83,90,66,247,263,252,238,230,229,183,192,145,107,119,,
盈余公积(万元),4158,4158,4158,4158,3592,3592,3592,3592,2933,2933,2933,2933,2254,2254,2254,1778,1778,1273,776,368,
