报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),65837,106758,34904,23664,55365,53460,39464,18503,7609,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,,,,,,11917,5990,1703,
应收账款(万元),50545,53734,31704,40670,29124,,38848,27452,20679,
预付款项(万元),2840,1377,2701,1769,966,559,407,261,268,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,7037,,,,,465,1007,681,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),22434,18930,16741,15704,13441,12409,13737,9811,11022,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),8442,8943,9550,10547,4284,3058,1585,1042,504,
流动资产合计(万元),178761,214747,117923,112552,129320,122546,106424,64065,42466,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),4966,4947,4741,4617,4664,4827,4883,4990,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,189421,,179566,140707,,,,,
累计折旧(万元),,77291,,70251,60828,,,,,
固定资产净值(万元),,112130,,109315,79878,,,,,
固定资产减值准备(万元),,666,,666,551,,,,,
固定资产(万元),,111465,,108649,79327,67517,59503,48574,53342,
在建工程(万元),,27323,,,,14507,7076,8198,7854,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),12168,12239,12310,12383,13287,8908,9013,9215,9243,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),2902,2913,2667,2550,2070,1381,1324,944,892,
其他非流动资产(万元),9738,5655,4445,2935,22938,15272,9138,6279,555,
非流动资产合计(万元),171598,164542,158515,159351,136037,112411,90937,78201,71886,
资产总计(万元),350359,379289,276438,271903,265357,234957,197361,142266,114353,
短期借款(万元),,5000,9000,9000,4000,4000,3900,4000,500,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),22234,13229,9708,13360,16343,,7810,6461,4508,
应付账款(万元),40287,40144,35804,31432,23372,,35437,24146,22131,
预收账款(万元),,,,185,138,232,22,7,47,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),2751,2674,2032,2273,1644,1451,1451,1045,855,
应交税费(万元),2817,851,1270,1255,1448,1675,2643,2094,2695,
应付利息(万元),,,,98,94,,43,24,32,
应付股利(万元),,,,,8348,,,293,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,6597,,5038,20670,,4364,4901,249,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),16042,27340,15000,15000,26803,6658,1658,1180,18700,
其他流动负债(万元),57,54,,,,,,,,
流动负债合计(万元),88766,95999,77236,77642,102862,55294,57328,44152,49717,
长期借款(万元),52500,52500,67600,68300,60000,80974,56803,23920,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,6000,,,,
专项应付款(万元),,,,,5876,,,,,
预计非流动负债(万元),2649,2521,2229,2120,1633,1472,1155,964,1508,
长期递延收益(万元),12337,12837,13454,12436,10814,5978,6129,5230,5377,
递延所得税负债(万元),15,18,21,24,37,43,49,61,43,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),67501,67877,83305,82880,78360,94467,64136,30175,6927,
负债合计(万元),156267,163876,160541,160522,181222,149761,121464,74327,56644,
实收资本(或股本)(万元),23152,23152,17364,17364,17364,17364,17364,17364,17364,
资本公积(万元),107793,107793,25228,25228,25228,25227,25227,25227,25227,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),8808,8808,7983,7983,6596,4020,4020,3410,2117,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),51606,73102,62908,58483,32989,37016,27325,20339,11262,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),191359,212855,113483,109059,82178,83627,73936,66340,55970,
少数股东权益(万元),2732,2557,2414,2322,1957,1569,1961,1599,1738,
所有者权益(或股东权益)合计(万元),194092,215412,115897,111381,84135,85196,75897,67939,57708,
负债和所有者权益(或股东权益)总计(万元),350359,379289,276438,271903,265357,234957,197361,142266,114353,		
