报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),22103,27754,25511,21063,18272,25470,28410,26845,897,2685,1962,1536,1822,1022,680,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),7240,8940,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),2730,2754,2689,1608,1225,1704,2314,2357,2532,2346,2053,2690,1744,2147,1093,
应收账款(万元),5870,9189,5601,4883,5874,6834,4414,5097,3590,4853,3055,3228,2422,3003,2527,
预付款项(万元),397,405,294,528,1241,455,384,523,642,461,425,445,187,260,139,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,512,,554,856,321,266,226,225,206,240,348,153,59,36,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),4158,4700,4574,4226,4298,4251,3925,3152,2943,2571,2487,1616,1665,1939,1226,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),304,426,6764,8952,13124,10569,11877,12135,12673,9182,11179,11542,10463,4302,1600,
流动资产合计(万元),44325,54681,46040,41815,44890,49605,51590,50336,23502,22305,21400,21405,18455,12732,7302,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,0,,,,,,,,,,,
持有至到期投资(万元),,,,,0,,,,,,,,,,,
长期应收款(万元),,,,,0,,,,,,,,,,,
长期股权投资(万元),10279,10360,10043,7988,5941,,,0,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,0,,,0,,,,,,,,
固定资产原值(万元),,6010,,4836,,3370,,2316,2243,2090,1873,,,,,
累计折旧(万元),,1784,,1354,,1016,,565,495,427,303,,,,,
固定资产净值(万元),,4226,,3481,,2354,,1751,1748,1663,1570,,,,,
固定资产减值准备(万元),,35,,33,,33,,10,10,10,,,,,,
固定资产(万元),,4191,,3448,3245,2321,1748,1741,1738,1653,1570,555,647,782,666,
在建工程(万元),,1187,,812,107,107,13,0,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,0,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,0,,,,,,,,,,,
无形资产(万元),358,1803,1809,1832,1876,1899,1471,694,774,706,15,10,13,19,3,
开发支出(万元),,,,,0,,,,,,,,,,,
商誉(万元),9325,9328,1846,1846,1464,788,142,142,142,142,142,,,,,
长期待摊费用(万元),1096,198,214,219,259,137,144,143,187,215,220,69,33,138,156,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),150,93,30,32,24,30,21,24,27,30,19,18,50,17,12,
其他非流动资产(万元),437,951,587,194,233,234,499,1122,,,670,,,,,
非流动资产合计(万元),26015,28212,19314,16372,13150,5515,4038,3866,2867,2746,2637,652,743,956,836,
资产总计(万元),70340,82893,65355,58187,58041,55120,55629,54202,26369,25051,24037,22057,19198,13689,8138,
短期借款(万元),5000,7000,4100,2100,2100,300,100,0,300,300,300,,,300,5,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),2045,2173,,868,,937,2027,1729,985,945,1364,645,855,997,407,
应付账款(万元),2308,3674,,2826,,2364,1566,1485,1324,1154,1014,570,547,847,553,
预收账款(万元),323,333,132,226,425,829,264,77,194,139,102,115,32,67,17,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),358,465,394,775,417,360,324,462,229,230,397,133,183,218,73,
应交税费(万元),459,607,380,347,347,484,425,425,322,419,226,376,254,281,318,
应付利息(万元),7,9,7,3,,1,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,13886,,432,774,429,100,489,48,59,84,19,69,21,14,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,2,23,23,35,35,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),13746,28149,13637,7602,7227,5740,4805,4667,3402,3246,3486,1858,1940,2731,1387,
长期借款(万元),,,,,,,,0,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,7,7,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),701,597,609,621,633,646,657,670,681,693,717,720,720,,,
递延所得税负债(万元),33,35,21,22,24,24,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),734,632,630,643,664,676,657,670,681,693,717,720,720,0,0,
负债合计(万元),14480,28781,14267,8246,7891,6416,5463,5337,4083,3939,4204,2578,2660,2731,1387,
实收资本(或股本)(万元),12490,8922,8922,8722,8722,8722,8722,8722,6522,6522,6522,6522,6522,1230,1230,
资本公积(万元),32124,35233,35030,32150,32140,32140,32140,32140,9435,9435,9382,9382,9382,,,
减:库存股(万元),2859,2859,2859,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,
盈余公积(万元),1863,1863,1863,1863,1306,1306,1306,1306,597,597,597,324,46,615,615,
一般风险准备(万元),,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,
未分配利润(万元),11635,10177,8541,7288,7469,6293,7870,6467,5390,4088,2754,2876,400,9113,4906,
拟分配现金股利(万元),,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),55253,53335,51496,50022,49636,48460,50037,48634,21944,20641,19255,19103,16350,10958,6751,
少数股东权益(万元),607,776,-408,-81,514,244,129,231,343,470,579,376,188,,,
所有者权益(或股东权益)合计(万元),55860,54111,51088,49941,50150,48704,50166,48865,22287,21112,19834,19479,16538,10958,6751,
负债和所有者权益(或股东权益)总计(万元),70340,82893,65355,58187,58041,55120,55629,54202,26369,25051,24037,22057,19198,13689,8138,		
