报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),53670,101077,54532,108594,48158,106020,82447,98315,110556,118848,126132,55155,35723,33353,28672,12734,10263,6765,4071,6136,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),2252,2000,71437,,100,100,605,422,177,168,,,,,,,53,405,57,136,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),416,271,93,150,203,92,124,69,28,56,20,27,,52,159,20,234,231,186,352,
应收账款(万元),12657,13171,10410,11898,11252,13538,11127,13356,11065,9970,6751,8398,5742,6378,4246,5934,4080,4427,4069,4942,
预付款项(万元),7006,8019,6988,8566,8541,7625,6737,7231,5454,3690,2323,2289,1301,1113,543,654,297,423,1027,593,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),0,1,24,44,892,169,285,180,131,137,,,,,,,,,,,
应收股利(万元),,,,,,71,,,,,,,,,,,,,,,
其他应收款(万元),,2603,,2330,,2382,2150,2170,1628,1096,876,811,755,1319,640,1583,751,951,356,354,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),18670,18235,17745,15193,18371,19340,22038,19057,15046,12290,11397,9982,10864,9738,10721,7244,6379,6812,6599,4438,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,3,9,44,664,253,367,,,,,,2,
其他流动资产(万元),52692,22811,4798,12859,84307,28303,45154,25335,1417,1833,5384,2015,4085,1181,1858,1024,912,792,141,60,
流动资产合计(万元),150161,168188,167407,159635,173497,177641,170667,166136,145504,148097,152927,79341,58722,53501,46840,29192,22969,20806,16506,17013,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,637,662,662,662,100,100,100,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),12299,9372,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),6259,4191,4261,4245,4258,3937,3932,3836,1412,,111,115,143,147,72,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),150,154,158,162,166,170,175,179,183,187,191,195,204,204,212,229,237,245,,,
固定资产原值(万元),,45480,,57168,,53047,,47896,,26243,,20200,,17209,15024,,10409,,,,
累计折旧(万元),,17090,,19416,,14985,,11041,,8117,,6572,,5583,4946,,3287,,,,
固定资产净值(万元),,28390,,37752,,38061,,36855,,18126,,13627,,11626,10078,,7121,,,,
固定资产减值准备(万元),,800,,800,,,,,,,,,,,,,,,,,
固定资产(万元),,27590,,36952,37490,38061,37557,36855,33591,18126,14873,13627,12645,11626,10078,9377,7121,5307,3468,3350,
在建工程(万元),,4479,,2803,1766,618,1764,692,1543,13478,8045,8031,6661,6348,4646,116,865,1861,1704,20,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,2,2,2,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),6822,6882,6965,7036,7114,7066,7044,7122,3433,3328,3333,3333,3188,3135,3179,3182,1672,1661,1619,648,
开发支出(万元),,,,,,,,,799,614,432,301,273,83,,,,,,,
商誉(万元),52,52,52,52,52,32,32,32,32,32,,,,,,,,,,,
长期待摊费用(万元),1142,943,1079,1247,757,807,923,932,876,950,949,1104,1333,157,654,1148,1228,,50,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),3030,3156,2963,3149,3585,2822,2273,2165,1843,1124,680,811,1232,989,532,473,343,339,303,169,
其他非流动资产(万元),8595,1758,1481,762,1484,1747,957,666,1525,1162,1855,1157,625,1086,966,487,451,118,101,998,
非流动资产合计(万元),70835,60218,55380,57046,57333,55924,55320,52578,45340,39103,30471,28674,26304,23774,20340,15012,11917,9530,7246,5185,
资产总计(万元),220996,228406,222787,216681,230829,233565,225986,218714,190844,187200,183398,108015,85026,77275,67179,44204,34886,30336,23753,22199,
短期借款(万元),,5000,10000,10500,29000,25500,17000,15000,12770,14770,25070,20870,9100,4600,1000,1000,1236,2236,1000,1500,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),302,165,86,1620,3935,1534,1062,905,516,221,,,13,,50,41,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,74,259,242,305,248,80,237,165,144,,150,112,,,40,
应付账款(万元),38948,47950,,34415,,45636,48362,49607,36189,36928,27073,29025,22300,23436,27995,19053,12856,10539,6065,5059,
预收账款(万元),7416,5170,8204,5674,4492,3496,4194,2595,2001,1312,1593,2075,1648,1772,1317,884,1370,1262,986,659,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),3629,2859,1897,2246,3981,3541,3290,3130,3102,2513,1858,1924,3030,2347,1159,833,989,589,433,340,
应交税费(万元),1001,1289,458,2858,1057,1845,1035,3186,1274,1336,1121,1816,1259,1406,1219,718,376,757,84,509,
应付利息(万元),2,16,22,21,24,29,27,18,13,19,28,30,14,8,3,1,4,5,4,3,
应付股利(万元),,,,,,,,,,,4200,,,,,,38,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,1901,,1987,,1405,1332,3039,887,2049,1196,1139,759,807,743,668,525,563,185,70,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),3000,3500,3500,1700,1700,,,,,,,,,,,,360,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),58345,67851,64067,61021,79823,83059,76559,77721,57057,59395,62221,57116,38288,34521,33485,23347,17867,15951,8757,8180,
长期借款(万元),,,,3000,3000,3500,5000,,,,,2648,2648,2648,828,,,360,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),3997,3397,1962,2321,2988,2140,1432,2286,1473,826,554,2136,2215,2356,1265,1001,784,574,448,328,
长期递延收益(万元),1498,1510,1523,525,533,547,560,387,380,387,394,401,321,321,324,331,,339,,,
递延所得税负债(万元),,0,,,,,,,,,,,,,,,8,61,9,9,
其他非流动负债(万元),,,,,,,,,,,,,,,,,335,,346,353,
非流动负债合计(万元),5495,4908,3485,5845,6522,6187,6992,2674,1853,1213,948,5185,5184,5325,2417,1332,1127,1333,803,690,
负债合计(万元),63841,72758,67552,66867,86345,89246,83551,80395,58909,60608,63168,62301,43472,39846,35902,24679,18994,17284,9559,8870,
实收资本(或股本)(万元),14000,14000,14000,14000,14000,14000,14000,14000,14000,7000,7000,5250,5250,5250,5250,5250,5250,5000,2500,2500,
资本公积(万元),73189,72960,72712,72464,73594,73141,72588,73902,73787,80194,79700,8506,8506,8442,8442,8442,8353,7036,5325,5327,
减:库存股(万元),10061,4022,249,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),7000,7000,7000,7000,4862,4862,4862,4862,2625,2625,2625,2625,2157,2157,2157,801,187,187,973,880,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),72213,65013,61282,55505,51102,51055,49748,43923,40043,35667,30032,28742,25162,21214,15107,4819,1801,524,5116,4533,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),156345,154949,154741,148968,143558,143058,141198,136687,130454,125487,119358,45123,41075,37064,30957,19312,15591,12747,13915,13240,
少数股东权益(万元),810,699,493,847,927,1261,1237,1633,1481,1106,872,591,479,365,320,213,302,305,279,89,
所有者权益(或股东权益)合计(万元),157155,155648,155234,149814,144485,144319,142435,138319,131935,126592,120229,45714,41554,37429,31277,19525,15893,13052,14194,13329,
负债和所有者权益(或股东权益)总计(万元),220996,228406,222787,216681,230829,233565,225986,218714,190844,187200,183398,108015,85026,77275,67179,44204,34886,30336,23753,22199,		
