报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),5003,5776,8315,15005,9180,6776,7616,30727,6827,3023,2317,2985,1462,1494,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),2460,3611,4167,1988,1154,2160,2085,1626,1539,2446,3423,3290,1540,898,
应收账款(万元),29913,31254,27119,29136,25290,23478,19788,20713,15794,16495,16035,10257,11995,6488,
预付款项(万元),227,159,196,244,227,126,149,200,542,437,364,137,87,87,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,130,,,
其他应收款(万元),,108,,575,57,53,97,52,54,68,75,346,185,242,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),31915,30608,31099,28874,31013,29369,26046,22803,23196,22254,21046,19077,18158,15617,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),2733,4092,3511,585,11505,20500,23000,0,3,61,177,,,,
流动资产合计(万元),72310,75608,74558,76407,78427,82462,78780,76122,47955,44784,43438,36222,33427,24826,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,176,176,176,699,523,435,
长期股权投资(万元),,,,,,,,,,,,907,1077,890,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,2633,2764,,
固定资产原值(万元),,40424,,38630,,36734,,36099,34480,33982,32284,20268,16165,,
累计折旧(万元),,15189,,13732,,12810,,11320,10619,10064,8573,5316,4077,,
固定资产净值(万元),,25235,,24898,,23924,,24779,23861,23918,23710,14951,12087,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,25235,,24898,23270,23924,24373,24779,23861,23918,23710,14951,12087,12546,
在建工程(万元),,20889,,9974,4016,1788,1480,849,1474,1851,1641,3069,1588,1080,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,156,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),3282,3334,3387,3439,3421,3471,3493,3540,3538,3584,3623,2919,2777,3603,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),165,165,165,165,165,165,165,165,165,165,165,,,,
长期待摊费用(万元),797,854,930,992,958,1005,1017,1085,607,619,406,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),1546,1502,1433,1700,1543,1450,1328,1523,777,741,836,685,624,475,
其他非流动资产(万元),2024,2935,4316,6205,7273,3497,2961,2672,1283,736,622,2230,1076,1030,
非流动资产合计(万元),55804,54914,53667,47374,40646,35299,34818,34614,32036,31791,31178,28094,22516,20059,
资产总计(万元),128114,130522,128225,123782,119073,117761,113598,110736,79991,76574,74616,64316,55943,44885,
短期借款(万元),3500,4000,4500,1500,1500,500,500,,8400,8400,7900,6883,6900,6117,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),1300,1972,,500,,919,1601,,,,900,850,,390,
应付账款(万元),11781,12975,,12728,,12938,9640,9109,7216,8100,7515,6973,6067,6945,
预收账款(万元),3525,3180,3000,2326,4513,3469,3787,2886,5421,5359,5791,4843,8586,2188,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),1771,1410,996,2498,1534,1351,915,2024,1232,1069,1747,1496,1395,1217,
应交税费(万元),210,725,509,1605,702,1273,983,1467,668,629,1316,862,516,621,
应付利息(万元),8,9,11,7,8,7,8,8,18,22,18,18,10,8,
应付股利(万元),,1725,,,,,,,,1260,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,2581,,2115,,1543,1378,1597,921,1161,873,824,440,638,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),1500,1500,1500,1500,1500,1500,1500,1500,1356,856,211,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),26343,30076,27983,24780,22351,23500,20313,18590,25232,26855,26271,22749,23915,18124,
长期借款(万元),750,750,1500,1500,2250,2250,3000,3000,3750,4250,5000,3284,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,280,373,578,2162,2110,2370,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),891,943,996,995,948,1005,924,915,763,721,801,738,619,362,
长期递延收益(万元),4929,4989,5049,5386,5446,5067,5116,5265,5547,1573,1695,1893,2286,2241,
