报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),29139,25912,29882,30832,29519,31841,31650,36826,53579,8083,6572,6902,3537,2145,2365,2902,2343,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),15821,13827,13633,24357,16565,20696,29515,28006,18397,14208,15981,12017,7386,6347,6486,6141,2719,
应收账款(万元),26465,28470,28129,27133,24371,24465,20903,23938,23617,22459,18791,20590,13887,16084,15389,15678,12111,
预付款项(万元),2581,261,1339,235,1551,534,3184,117,2144,122,78,285,125,240,211,206,124,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,139,,200,426,429,438,489,1302,448,507,408,1326,365,306,163,158,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),14260,14063,10595,9211,10161,10537,10497,8633,7386,6969,6559,5670,5078,4359,4867,4237,4492,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,1,1,2,5,67,29,42,21,12,
其他流动资产(万元),4734,3103,2279,3260,366,508,409,273,231,340,361,121,188,13,5,,,
流动资产合计(万元),93149,85775,86053,95228,82959,89010,96596,98281,106658,52630,48852,46000,31594,29581,29672,29349,21959,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
