报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),32646,34136,23439,46281,33563,14909,24889,14606,24865,10456,16016,19245,8665,8551,9409,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,48,87,74,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),13466,11744,16145,15350,14223,,,5656,,2983,1292,,100,206,4567,
应收账款(万元),64043,54946,50846,36989,44169,,,35803,,24228,32884,,29257,22038,19908,
预付款项(万元),722,1233,764,387,906,439,531,1308,374,1039,1785,651,1151,2459,519,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),38,26,19,14,,,,,,3,3,,4,41,52,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,771,,214,284,360,462,330,270,1003,979,968,1053,962,1015,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),62691,67308,64498,59815,43345,35459,35421,34132,29778,35191,26371,26334,24466,25235,13283,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),636,1324,2647,3869,815,371,319,119,946,722,143,190,412,1099,933,
流动资产合计(万元),174744,171536,158799,162993,137306,108487,108334,91953,93760,75626,79474,72591,65108,60591,49687,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),1262,1299,976,1016,1102,1164,1308,1421,1485,1567,1660,1660,1776,1857,1932,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,50267,,47228,,40516,35030,,28846,,,25987,,,,
累计折旧(万元),,15875,,14379,,12676,11475,,9237,,,7340,,,,
固定资产净值(万元),,34392,,32849,,27840,23555,,19610,,,18647,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,34392,,32849,27897,27840,23555,19774,19610,18505,18567,18647,17156,16745,15959,
在建工程(万元),,5407,,906,3741,3365,3915,3045,854,928,929,304,1160,688,1327,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),3089,3107,3135,3153,3183,3195,3242,3268,3311,3322,3297,3317,3410,3470,3527,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),1590,1472,1257,979,906,810,773,649,621,118,102,122,135,79,75,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),699,693,694,685,771,757,735,715,717,1620,1666,1761,1534,1560,1446,
其他非流动资产(万元),4847,3341,4349,4448,4763,2963,2231,4696,880,,,,,,,
非流动资产合计(万元),51204,49711,47866,44037,42365,40095,35760,33569,27478,26060,26221,25810,25172,24399,24267,
资产总计(万元),225948,221247,206665,207030,179670,148582,144094,125522,121238,101686,105695,98401,90280,84990,73954,
短期借款(万元),40664,38076,34600,36100,12100,11461,11100,14900,7900,4800,3800,3800,9165,9148,22452,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),145,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
