报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),49329,57630,53852,63187,42372,30582,66321,126801,15027,22445,29513,23583,10946,14630,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),37643,32781,51449,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),47,47,40,40,20,20,,,,,,13,1013,1068,
应收账款(万元),18426,14149,14818,17651,15669,12978,12843,12014,12982,10269,9682,9886,9394,9357,
预付款项(万元),10309,10097,7546,4324,8679,9354,8213,3409,3628,2914,4319,2489,3889,2042,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,1012,,666,657,636,671,604,606,490,442,218,423,297,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),89829,85838,77105,77953,83280,80232,69965,74643,84605,77929,62004,58796,65113,44300,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),1338,1561,1681,56243,42186,56937,46422,551,628,893,86,207,1111,225,
流动资产合计(万元),207909,203116,207470,220062,192864,190739,204435,218022,117476,114940,106044,95192,91891,71918,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,53687,,52914,,40887,,38406,,32894,32350,31415,31033,,
累计折旧(万元),,16370,,14949,,13745,,12662,,11772,10865,8996,7164,,
固定资产净值(万元),,37318,,37965,,27142,,25744,,21123,21485,22419,23868,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,37318,,37965,32443,27142,25252,25744,20967,21123,21485,22419,23868,23210,
在建工程(万元),,3375,,1690,3638,3224,4173,2978,3829,3490,2015,181,153,837,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),12278,12374,12418,12514,12611,12708,12804,12874,12969,13063,13252,13645,3343,3350,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),2779,2235,1436,1652,454,614,738,973,984,1194,1526,1066,1275,691,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),4028,2936,2350,2486,2723,2428,1871,2426,3021,2747,2823,1880,1806,1514,
其他非流动资产(万元),232,394,177,335,2218,738,174,174,53,78,,,,111,
非流动资产合计(万元),60904,58632,56228,56641,54087,46853,45012,45169,41823,41696,41101,39192,30444,29713,
资产总计(万元),268812,261748,263698,276704,246951,237593,249447,263191,159299,156636,147146,134383,122335,101631,
短期借款(万元),,,,,,,,3000,24000,23000,18000,27600,20000,5700,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,
应付账款(万元),24082,23743,,33605,,20181,18347,32438,20294,27099,20284,16267,18441,21902,
预收账款(万元),3492,3483,1947,4268,2753,2493,3274,4375,3229,3487,4133,3905,5050,6839,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),5492,4700,3310,5578,5130,4414,3455,5752,4472,3994,4660,3768,3247,2581,
应交税费(万元),3560,3067,3596,9158,4242,1985,8492,9130,3622,1287,6715,2340,3157,2769,
应付利息(万元),,,,,,,,4,20,16,14,43,44,19,
应付股利(万元),5297,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,6325,,4152,4639,4995,3938,3793,3821,3782,3752,2400,4438,2056,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
