报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),8674,7662,7537,8821,4239,5217,4409,2933,2439,3037,3496,3182,8271,909,1962,1435,1560,1059,933,2408,1299,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),4791,6313,6910,5873,6679,4394,7139,7057,5782,5993,7878,4333,2326,3243,3261,3522,2743,2112,1356,1356,1828,
应收账款(万元),24273,26943,28345,32690,17095,14658,13818,13885,14264,12911,12984,15325,15585,13940,11194,11275,10139,9761,9909,9216,6482,
预付款项(万元),652,680,775,715,729,864,1157,867,947,1130,630,310,348,432,385,232,286,287,429,401,1076,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,565,,451,354,1304,1383,1218,384,195,261,107,77,303,339,333,286,263,512,332,390,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),12540,12032,15239,11812,11036,6043,6692,5474,6455,6964,6196,6640,6374,6525,7009,6414,6220,6146,5989,3928,2858,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1219,1599,1569,1448,1136,723,869,759,214,231,337,281,0,52,203,382,474,697,325,159,211,
流动资产合计(万元),52406,55794,60895,61811,41267,33202,35466,32193,30485,30461,31781,30178,32981,25404,24353,23594,21709,20324,19453,17799,14144,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,200,200,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),91,91,91,91,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,49838,,46746,,42680,,37572,,32779,,32003,,,27714,27726,,25238,,,,
累计折旧(万元),,19089,,17988,,16511,,15554,,14727,,13924,,,12728,12482,,11005,,,,
固定资产净值(万元),,30748,,28758,,26169,,22019,,18052,,18079,,,14986,15244,,14233,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,30748,,28758,29246,26169,21916,22019,20227,18052,17592,18079,15138,14691,14986,15244,15377,14233,14634,13837,8490,
在建工程(万元),,5411,,4590,3236,3052,6456,4768,4226,4059,2628,1148,2838,2835,2144,1890,1866,3040,2873,2132,3244,
工程物资(万元),,,,,,,,,,,,,,,,,1,1,1,5,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),12513,12737,12968,13007,13239,2706,2722,2390,2406,2420,2434,2447,2463,2476,2491,2495,2524,2552,2610,2669,2784,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),68502,68502,68502,68502,67715,,,,,,,,,,,,,,,,,
长期待摊费用(万元),473,588,692,565,644,386,266,307,541,307,306,310,274,174,160,170,165,47,27,42,54,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),418,256,155,180,236,49,59,52,43,43,43,64,75,122,110,132,257,308,229,70,20,
其他非流动资产(万元),194,139,464,448,179,815,939,764,1228,727,1182,1019,438,572,412,270,200,,300,,,
非流动资产合计(万元),118057,118672,118233,116341,114696,33176,32358,30300,28672,25608,24184,23067,21225,20870,20301,20201,20389,20181,20674,18755,14592,
资产总计(万元),170463,174465,179128,178151,155963,66378,67824,62493,59157,56069,55965,53245,54206,46274,44654,43795,42097,40505,40127,36554,28736,
短期借款(万元),17370,19728,18298,17763,14880,13880,14880,11880,8250,7000,6770,3970,6570,8820,9320,7120,5620,7670,5520,3380,3080,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),5484,4638,,1194,,,,,,,,,200,200,715,715,500,300,100,1000,,
应付账款(万元),10507,13518,,19108,,8507,9501,8790,10506,9077,9127,8655,7764,7728,6051,6013,6508,5279,7218,5650,3527,
预收账款(万元),177,149,276,234,449,212,279,184,4,8,2,67,25,135,116,74,42,10,7,4,34,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),391,331,191,457,454,190,139,227,141,75,21,200,166,134,97,173,140,168,140,116,120,
应交税费(万元),290,308,558,1544,379,480,401,422,-117,67,218,538,248,305,205,207,207,207,-165,-93,116,
应付利息(万元),,,,,,,,,,,,,0,69,39,,,,,,,
应付股利(万元),409,728,408,408,,428,,,342,342,,,0,,83,1573,1573,1873,2223,2377,2575,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,3696,,4293,4737,1837,607,506,318,272,294,464,339,268,202,166,245,182,569,681,344,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),952,1127,1425,1425,,,180,358,534,707,697,688,740,666,655,644,1123,1000,1000,800,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),38950,44223,48079,46426,32098,25534,25987,22368,19977,17548,17129,14582,16052,18324,17482,16686,15959,16689,16613,13914,9796,
长期借款(万元),,106,386,675,,,,,,,180,358,472,711,881,1049,1377,,1000,2000,1322,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,559,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),2801,2980,3115,3273,3021,2623,2703,2783,2862,2942,3022,3102,3181,3261,3341,3421,3580,3740,4059,,,
递延所得税负债(万元),1118,1150,1183,1215,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,4435,4367,
非流动负债合计(万元),3919,4237,4683,5164,3021,2623,2703,2783,2862,2942,3202,3460,3654,3972,4222,4470,4957,3740,5059,6435,6248,
负债合计(万元),42869,48460,52762,51589,35119,28157,28690,25150,22840,20490,20332,18042,19706,22296,21705,21156,20916,20429,21672,20350,16044,
实收资本(或股本)(万元),17624,17624,17624,17624,17626,13711,13711,13600,13600,13600,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,6000,
资本公积(万元),82368,82017,81937,81858,81706,4174,3963,2659,2659,2659,8259,8259,8259,322,322,322,322,322,322,322,6,
减:库存股(万元),697,697,1171,1171,1195,1195,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,
