报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),185588,475500,79823,100568,106418,85883,160891,127656,242829,314971,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),8635,10298,,14776,17658,3635,13473,20379,26920,22460,
应收账款(万元),984616,935165,,905336,798800,577766,693465,834716,876811,790496,
预付款项(万元),55637,25866,44080,16077,18714,19550,10566,16968,35977,39240,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),1,3,,10,0,,20,32,28,50,
应收股利(万元),304,1546,,,629,909,597,,,528,
其他应收款(万元),,36378,,34482,28681,41289,33630,56455,55965,59488,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),81058,63709,72775,54651,62898,74362,58269,75205,143333,121737,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),39932,43787,42318,32797,27711,26961,24425,12419,25553,2725,
流动资产合计(万元),1393283,1592251,1029164,1158696,1061509,830355,995336,1143830,1407416,1351695,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,20649,21067,20171,20825,21268,19472,20319,20319,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),2972,3017,3063,3080,3182,2894,3062,3113,3263,3167,
长期股权投资(万元),179459,171617,169204,163135,106367,89338,86054,68136,61693,55630,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),207,325,444,562,1035,1272,1509,1995,2508,3021,
固定资产原值(万元),,2423649,,2417488,2470925,,,,,,
累计折旧(万元),,1289326,,1216448,1230666,,,,,,
固定资产净值(万元),,1134323,,1201039,1240259,,,,,,
固定资产减值准备(万元),,16023,,16023,16023,,,,,,
固定资产(万元),,1118300,,1185016,1224236,1294519,1336745,1336849,1539901,1312983,
在建工程(万元),,17444,,15056,38383,41216,57878,143437,270541,259633,
工程物资(万元),,,,,,,,,1821,1821,
固定资产清理(万元),,37,,79,962,70,37,21,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),179816,180664,181493,182631,190216,192887,196919,201295,218944,110778,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,2367,2367,2367,2367,2367,
长期待摊费用(万元),46444,44797,43549,39667,24083,24381,27866,37663,31480,18770,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),7834,8256,8516,8929,11832,12149,16294,16351,27456,47471,
其他非流动资产(万元),4,4,4,4,4,4,4,4,4,4,
非流动资产合计(万元),1546039,1565560,1592276,1619227,1620472,1681922,1750002,1830704,2180296,1835964,
资产总计(万元),2939322,3157811,2621440,2777922,2681980,2512276,2745338,2974534,3587713,3187659,
短期借款(万元),280000,410000,310000,360000,403884,389289,426140,293667,171172,144221,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,54,2001,,,
应付账款(万元),400937,436923,,513579,427169,293251,381764,515025,720190,555450,
预收账款(万元),76695,38257,57994,26843,38239,57113,54290,69857,86107,98081,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),136007,108428,78330,69346,92701,60123,90045,119699,122023,107458,
应交税费(万元),27555,26151,27441,47783,47559,19508,43495,56080,42064,46981,
应付利息(万元),1017,745,,1196,1292,870,1429,1261,705,827,
应付股利(万元),,114,,31329,279,3870,925,762,3400,3400,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,54274,,55781,60745,75890,94276,89425,360815,297275,
预提费用(万元),,,,,,,,,,,
