报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),96473,75471,105248,96192,120635,74337,107674,79534,86931,87772,119996,48810,39634,45755,36283,33951,26264,
结算备付金(万元),0,0,,,,,,,,,,,,,,,,
拆出资金(万元),0,0,,,,,,,,,,,,,,,,
交易性金融资产(万元),15576,30531,0,0,,0,,,,,,,,,,,,
衍生金融资产(万元),0,0,0,0,,0,,,,,,,,,,,,
应收票据(万元),73,0,0,15,0,0,,19,,,,,,50,,,,
应收账款(万元),11389,11941,15330,12888,10104,10951,8874,8817,8526,8483,7805,7668,7328,6791,5674,4982,3802,
预付款项(万元),1485,1447,719,625,696,713,397,308,1098,1432,639,941,1336,1592,1306,1033,1201,
应收保费(万元),0,0,,,,,,,,,,,,,,,,
应收分保账款(万元),0,0,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),0,0,,,,,,,,,,,,,,,,
应收利息(万元),92,66,36,75,0,146,3,71,338,202,,,41,,,,,
应收股利(万元),0,0,0,0,0,0,,,,,,,,,,,,
其他应收款(万元),,3252,,3120,399,285,249,260,236,226,4574,128,80,92,54,1369,11,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),0,0,,0,,,,,,,,,,,,,,
存货(万元),28226,31973,33330,34070,34059,31295,28943,26441,23174,24610,24501,23841,23047,20213,19983,18635,13435,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),0,0,0,0,,0,,,,,,,,,,,,
其他流动资产(万元),700,858,11004,16991,1015,39966,10864,39183,39970,33194,569,4532,5855,532,248,740,352,
流动资产合计(万元),157282,155539,168855,163976,166908,157693,157005,154633,160273,155919,158084,85920,77321,75026,63548,60710,45065,
发放贷款及垫款(万元),0,0,,,,,,,,,,,,,,,,
可供出售金融资产(万元),0,0,3973,3973,3473,,,,,,,,,,,,,
持有至到期投资(万元),0,0,0,0,,,,,,,,,,,,,,
长期应收款(万元),0,0,0,0,,,,,,,,,,,,,,
长期股权投资(万元),20549,19496,19487,19280,19633,24063,20957,20726,9829,9879,9962,9983,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),0,0,0,0,,0,,,,,,,,,,,,
固定资产原值(万元),,17101,,16786,,16507,,16297,,15969,,15701,,14520,13993,,12734,
累计折旧(万元),,11367,,10798,,10176,,9532,,8821,,8118,,6820,5507,,3225,
固定资产净值(万元),,5734,,5988,,6331,,6764,,7148,,7583,,7699,8486,,9509,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,5734,,5988,6069,6331,6508,6764,7020,7148,7353,7583,7441,7699,8486,9242,9509,
在建工程(万元),,750,,749,678,640,492,437,394,222,222,170,,,,,,
工程物资(万元),,,,,,0,,,,,,,,,,,,
固定资产清理(万元),,,,,,0,,,,,,,,,,,,
生产性生物资产(万元),0,0,0,0,,0,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),0,0,0,0,,0,,,,,,,,,,,,
无形资产(万元),4219,4940,4963,4992,4906,4937,4969,5001,5044,5067,5099,3768,3801,3841,3142,673,699,
开发支出(万元),0,0,0,0,,0,,,,,,,,,,,,
商誉(万元),0,0,0,0,,0,,,,,,,,,,,,
长期待摊费用(万元),0,0,0,0,,0,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),372,345,211,295,540,522,501,544,704,737,711,516,464,585,451,371,203,
其他非流动资产(万元),110,697,127,234,34,29,21,22,43,31,24,37,290,127,831,175,403,
非流动资产合计(万元),35483,35935,35486,35512,35332,36522,33448,33494,23034,23084,23371,22057,11996,12252,12909,10462,10814,
资产总计(万元),192765,191474,204341,199488,202240,194215,190453,188127,183307,179004,181455,107977,89317,87278,76458,71171,55879,
短期借款(万元),0,0,0,0,,,,,,,,,,,,3200,6000,
向中央银行借款(万元),0,0,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),0,0,,,,,,,,,,,,,,,,
拆入资金(万元),0,0,,,,,,,,,,,,,,,,
交易性金融负债(万元),0,0,0,0,,,,,,,,,,,,,,
衍生金融负债(万元),0,0,0,0,,,,,,,,,,,,,,
应付票据(万元),0,0,,,,,,,,,,4494,,,,,2328,
应付账款(万元),6002,6649,,7860,,8162,7308,9347,8968,6769,9075,8694,7132,6307,7507,9261,5464,
预收账款(万元),8194,5953,9763,6630,5681,5472,4114,3770,3166,3606,4981,4965,3159,5880,7490,10852,5579,
卖出回购金融资产款(万元),0,0,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),0,0,,,,,,,,,,,,,,,,
应付职工薪酬(万元),972,1012,1058,2282,950,879,868,1837,928,926,860,1123,808,945,601,529,393,
应交税费(万元),973,492,2620,1358,2208,1231,2082,1749,2632,1377,2192,3276,1560,2894,3141,1669,593,
应付利息(万元),0,0,0,0,,0,,,,,,,,,,,,
应付股利(万元),9,1735,9,9,9,392,,,,2982,,,,728,,,,
