报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),24999,21448,19382,19201,19613,12926,20680,10725,10119,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),78608,92054,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),1500,525,452,1094,1088,780,309,1532,196,
应收账款(万元),61046,58504,51852,52463,47712,45711,36348,40736,34463,
预付款项(万元),3174,2155,2324,2160,1738,2301,2114,3674,3174,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),,,,,,,50,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,3341,,,,,4025,4533,4461,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),854,769,743,736,763,784,494,485,622,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),669,668,80,253,341,373,400,,,
流动资产合计(万元),174694,179464,78534,79556,75005,66097,64420,61684,53037,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),11981,10751,11761,11524,5620,3571,1332,1455,1558,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),8189,7897,7891,7615,7132,6113,,,,
固定资产原值(万元),,42110,,42946,42552,41126,,,,
累计折旧(万元),,18451,,17819,15319,13347,,,,
固定资产净值(万元),,23658,,25128,27233,27779,,,,
固定资产减值准备(万元),,727,,727,727,727,,,,
固定资产(万元),,22932,,24401,26506,27052,20388,14242,14542,
在建工程(万元),,3804,,2508,,3438,11911,8373,900,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),20890,21040,21191,21342,21896,22453,23006,23611,16550,
开发支出(万元),,,,,,,,,,
商誉(万元),18,18,18,18,18,18,,,,
长期待摊费用(万元),3551,3719,3891,4006,4589,3399,3102,3126,3805,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),643,616,551,669,698,474,627,389,283,
其他非流动资产(万元),,56,,12,511,120,183,102,824,
非流动资产合计(万元),73010,70833,73128,72094,66971,66636,60549,51298,38462,
