报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),3784,4096,4953,5748,4388,3994,6025,8835,12524,10352,13714,17283,4715,4202,3827,4155,3545,5653,5951,4041,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),5134,3624,3884,2713,1413,705,688,1610,1686,1913,2258,1394,2642,3355,1654,1058,216,1720,60,34,
应收账款(万元),16546,16146,13212,14611,16631,16248,14607,13617,12211,11436,11536,11938,11009,8503,9422,8016,9785,7362,5289,2787,
预付款项(万元),552,389,212,233,420,182,146,283,172,153,195,103,366,511,317,474,327,262,125,93,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,102,,176,434,192,304,337,224,386,112,10,51,41,83,181,230,239,5,8,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),9886,9565,9493,8811,8042,7373,8773,8506,7866,7457,5823,4690,3516,4046,4024,4635,4665,4169,4052,2957,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),41,288,621,945,1014,1304,1549,1869,1820,1890,1318,960,546,365,416,81,,50,428,342,
流动资产合计(万元),36038,34210,32476,33237,32341,29997,32092,35056,36505,33587,34956,36377,22844,21023,19742,18600,18768,19454,15910,10263,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,35051,,34793,,33762,,31742,,30905,,27597,,17101,16436,14829,,11230,,,
累计折旧(万元),,12687,,11239,,9934,,8600,,7153,,6483,,5556,4834,4098,,2926,,,
固定资产净值(万元),,22364,,23554,,23828,,23142,,23753,,21113,,11545,11602,10731,,8304,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,22364,,23554,23514,23828,22916,23142,23563,23753,22965,21113,11837,11545,11602,10731,9855,8304,7790,5245,
在建工程(万元),,2103,,924,492,384,426,54,57,49,28,,3136,2616,2354,1370,489,322,683,1373,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),4444,4472,4485,4508,4536,4564,4553,4573,3020,3039,3059,3079,3099,3118,3158,3237,3276,1665,434,446,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,,,
长期待摊费用(万元),42,46,78,46,46,46,1,2,,9,14,20,34,45,70,56,16,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),439,421,415,419,435,358,366,347,196,239,197,220,154,145,123,97,91,66,44,24,
其他非流动资产(万元),515,372,279,657,662,446,688,1044,2034,2052,205,605,990,922,156,350,1071,146,437,591,
非流动资产合计(万元),30092,29845,29510,30175,29752,29693,29017,29229,28935,29208,26535,25103,19316,18458,17531,15908,14865,10569,9388,7679,
资产总计(万元),66130,64056,61986,63412,62093,59690,61110,64285,65440,62795,61491,61480,42160,39482,37274,34508,33633,30023,25298,17942,
短期借款(万元),3000,3000,4000,4000,4000,4000,5000,6000,6000,4000,3000,4000,6000,6000,5000,7000,7700,6735,7200,5968,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),3074,2487,,910,,1390,570,486,1775,2458,2598,2052,1298,1005,582,819,454,930,63,1107,
应付账款(万元),6168,6426,,7516,,5909,7448,10723,9218,11502,11116,11781,7022,5173,6967,5151,4732,3495,2769,2702,
预收账款(万元),70,56,101,81,78,169,133,33,50,206,61,39,37,375,40,19,68,29,20,58,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),642,253,161,628,523,440,306,742,617,470,262,515,169,125,283,267,191,253,122,124,
应交税费(万元),302,161,185,136,286,212,178,202,387,213,179,234,249,279,61,251,243,132,155,64,
应付利息(万元),8,8,6,5,,5,6,6,8,7,4,5,10,9,7,12,16,13,13,2,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,8,,25,37,26,51,51,2865,96,57,25,31,35,6,10,45,42,8,8,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),13305,12398,10601,13301,13066,12149,13693,18243,20919,18952,17277,18652,14816,13001,12945,13529,13448,11628,10350,10035,
长期借款(万元),,,,,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),1618,1686,1714,1711,1688,1202,1230,1257,450,704,408,419,259,266,100,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,,
非流动负债合计(万元),1618,1686,1714,1711,1688,1202,1230,1257,450,704,408,419,259,266,100,0,0,0,0,0,
负债合计(万元),14923,14084,12315,15012,14754,13352,14923,19500,21369,19656,17685,19071,15074,13267,13045,13529,13448,11628,10350,10035,
实收资本(或股本)(万元),8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,5180,
资本公积(万元),15895,15895,15895,15895,15895,15895,15895,15895,15895,15895,15895,15895,3313,3313,3313,3313,3316,3316,3316,134,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),2708,2708,2708,2708,2259,2259,2259,2259,1870,1870,1870,1870,1506,1506,1506,1175,914,914,570,266,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),24599,23364,23064,21792,21181,20180,20029,18627,18301,17369,18037,16640,16261,15391,13404,10487,9951,8163,5063,2327,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),51201,49966,49667,48394,47334,46333,46182,44781,44066,43133,43802,42405,27081,26210,24223,20975,20181,18392,14948,7907,
少数股东权益(万元),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,,,
所有者权益(或股东权益)合计(万元),51206,49971,49672,48399,47339,46338,46187,44785,44071,43138,43806,42409,27086,26215,24228,20980,20185,18395,14948,7907,
负债和所有者权益(或股东权益)总计(万元),66130,64056,61986,63412,62093,59690,61110,64285,65440,62795,61491,61480,42160,39482,37274,34508,33633,30023,25298,17942,		
