报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),110037,110765,54821,59175,25849,40301,6638,13180,13887,8248,6988,2811,4533,5083,5220,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,39800,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),57051,62464,66222,78811,78949,89237,93191,75734,79562,47570,47594,27775,31833,30169,12328,
应收账款(万元),88675,79891,78530,71755,77754,80453,85390,82483,56048,90287,34277,54037,34121,21922,13328,
预付款项(万元),284,2831,758,632,1744,1260,1765,1070,515,803,795,796,1093,1196,272,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),779,271,228,120,475,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,,,665,,586,314,419,747,491,906,668,440,704,1289,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),34475,34051,36791,34203,39175,33591,34328,28380,21099,19530,21851,18833,15927,11631,5392,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),2555,1145,1445,30626,54458,31871,339,931,1324,1186,1117,492,463,657,2067,
流动资产合计(万元),294893,292394,279055,275986,279259,277300,221965,202197,173183,168116,113528,105412,88410,71362,39896,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1500,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),1949,3045,1204,1275,1906,1849,1731,1683,1693,1610,1090,944,539,559,881,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,89657,,86721,,75612,,67001,,57351,,36356,,,,
累计折旧(万元),,25974,,22286,,18973,,16797,,12755,,9122,,,,
固定资产净值(万元),,63683,,64435,,56640,,50204,,44596,,27234,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,63683,,64435,56704,56640,51661,50204,46387,44596,35345,27234,21471,17849,7537,
在建工程(万元),,10257,,5129,9252,8727,11907,12874,2719,2464,1057,1370,2069,1533,3888,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,7,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),5994,5581,5574,5569,4669,4702,4343,4392,4203,4244,4306,4334,4380,4413,3026,
