报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),21740,8718,14185,21376,19669,13619,9239,15128,5527,6796,4878,5235,5986,5718,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),3427,3900,6166,11741,2592,3373,4945,7990,5452,6230,8653,8480,7565,6900,
应收账款(万元),27387,23006,21479,17798,24328,21531,19058,16291,19617,17215,16234,14713,13114,10899,
预付款项(万元),3938,4515,2209,500,645,945,1187,249,478,162,140,148,319,439,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),131,87,73,73,165,136,289,88,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,191,,139,,32,33,29,31,40,31,40,62,114,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),11806,11478,11362,8526,9129,8865,8711,7451,6851,6426,6086,7060,7498,7807,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),5019,15808,10000,10036,9000,16000,16000,16091,54,53,65,1100,,,
流动资产合计(万元),73846,67702,65702,70188,65562,64502,59461,63317,38010,36922,36088,36776,34544,31877,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),4084,3826,3820,3820,3575,3567,3483,3670,3525,3557,3488,3527,3601,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,16568,,16238,,15381,,15204,,14833,14789,14304,4037,,
累计折旧(万元),,3883,,3461,,3034,,2669,,2287,1883,1447,1380,,
固定资产净值(万元),,12684,,12777,,12347,,12535,,12546,12905,12857,2657,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,12684,,12777,12878,12347,12235,12535,12432,12546,12905,12857,2657,1418,
在建工程(万元),,336,,189,78,69,67,21,20,19,,,5735,3464,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),6642,6683,6665,6704,2064,2028,2034,2049,2031,2046,2080,1363,1406,1437,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),129,131,134,136,139,140,143,143,145,147,152,136,139,142,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),381,339,306,306,385,333,316,285,488,481,396,241,268,227,
其他非流动资产(万元),,,,,4637,4637,4347,4347,4536,3246,189,,,,
非流动资产合计(万元),25307,23999,23989,23932,23757,23122,22626,23051,23177,22043,19211,18124,13806,6690,
资产总计(万元),99154,91701,89691,94120,89319,87623,82088,86368,61187,58966,55299,54901,48350,38567,
短期借款(万元),9500,6500,6500,6500,5000,5000,4000,5000,5000,5000,4000,4000,4000,3500,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),5371,500,,4921,,2515,1380,2880,4850,3220,2100,4300,3110,2800,
应付账款(万元),16750,16228,,15206,,15334,13984,15897,15470,15214,16033,17049,15888,13756,
预收账款(万元),332,280,173,298,213,287,198,274,127,68,191,137,105,115,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),520,476,368,665,430,416,296,645,456,512,630,579,622,354,
应交税费(万元),250,317,32,663,306,531,83,253,839,1070,702,266,345,391,
应付利息(万元),,14,14,14,5,5,5,12,,6,5,,,,
应付股利(万元),,1808,,,,1616,,,,1200,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,117,,58,,19,58,100,43,38,42,455,3798,308,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,17,,,,,,,,,,,
流动负债合计(万元),32879,26239,22994,28342,26193,25723,20005,25061,26786,26327,23704,26786,27869,21223,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,
长期递延收益(万元),126,131,137,122,143,152,154,70,72,74,78,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),126,131,137,122,143,152,154,70,72,74,78,0,0,0,
