报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),13444,10531,8668,9719,17954,8972,8647,16247,7978,12312,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,18,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),,,,,10657,9552,,,,,
应收账款(万元),49874,49500,40470,45486,44741,36687,,,,,
预付款项(万元),,,,1102,1495,1610,1412,1355,975,126,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,198,122,118,,,,,,,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),24412,23068,25656,22497,23736,20287,16952,17664,14631,12976,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,311,595,,,,,
其他流动资产(万元),1910,2150,3227,3412,2257,1240,153,322,264,8,
流动资产合计(万元),95866,90007,89033,93902,101410,79164,68773,89397,76779,69539,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,6712,6712,6712,1372,1372,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,315,315,315,315,1190,875,875,,
长期股权投资(万元),,,,,,,,,6076,7392,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),,62646,57542,55617,,,,,,,
累计折旧(万元),,22232,21079,19107,,,,,,,
固定资产净值(万元),,40414,36462,36510,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,40414,36462,36510,,,30488,29568,30008,25064,
在建工程(万元),,19597,19623,18882,,,307,414,,,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),4971,5118,5258,5331,2983,2404,1900,1558,1055,1158,
开发支出(万元),,,,,,,,,,,
商誉(万元),75,75,75,,,,,,,,
长期待摊费用(万元),1010,1114,1250,1212,765,684,449,230,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),1008,1022,1050,914,943,716,776,671,594,951,
其他非流动资产(万元),3488,2285,1864,1276,3141,4634,2451,1558,559,327,
非流动资产合计(万元),78065,76337,72609,71152,58479,47234,44272,41586,40539,36263,
资产总计(万元),173931,166344,161643,165054,159889,126398,113045,130983,117317,105802,
短期借款(万元),30025,47291,53602,53041,47260,36756,34225,45242,44536,53688,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),13970,20600,14480,10550,19770,11035,,,,,
应付账款(万元),28810,23809,23552,29776,24686,23448,,,,,
预收账款(万元),,,,2,7,2,84,32,13,33,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),2119,1682,1281,2808,2527,2422,2218,2391,1830,1486,
应交税费(万元),748,430,478,882,1089,1057,1171,4709,2929,2286,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,245,255,276,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),23,17,453,435,,279,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),76306,94105,94122,97770,98791,75351,66325,89388,94011,95863,
长期借款(万元),19500,13000,10000,10015,10000,,,1600,3400,4200,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,147,,,2681,1955,3398,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),3013,3158,3303,3368,3517,3220,3129,1489,1456,776,
