报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),66611,37396,41111,88680,30980,22453,26728,18876,16496,15966,15638,8691,6838,8732,5145,2270,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),113,1397,467,1120,,2214,528,3868,750,1830,1806,563,345,110,238,5,
应收账款(万元),37801,55324,47844,33023,,48925,21214,34417,21464,26768,17257,25495,8293,17696,9232,5425,
预付款项(万元),5079,4236,3296,3134,2824,892,1377,603,461,444,904,1161,1321,1899,1911,635,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,337,,650,,68,55,162,213,191,162,241,1133,875,809,661,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),21510,27948,33523,26353,20952,22661,22703,17123,18681,17322,16872,18679,16197,12928,14637,10235,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),28326,40041,41119,538,260,41,963,55,530,,,,,,,,
流动资产合计(万元),159953,166678,168190,153497,85442,97254,73568,75103,58596,62521,52638,54829,34127,42240,31970,19233,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,42752,,41352,,39224,38375,,,,,,14742,13999,13261,11942,
累计折旧(万元),,14277,,12612,,11065,9580,,,,,,3723,3052,2413,1337,
固定资产净值(万元),,28475,,28740,,28159,28795,,,,,,11019,10947,10848,10605,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,28475,,28740,28021,28159,28795,22432,22630,22229,19159,11894,11019,10947,10848,10605,
在建工程(万元),,4659,,867,183,170,23,3623,3414,1272,2250,2516,856,201,216,,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),5542,5604,5617,5672,5662,5717,5747,5835,5843,5796,5876,4546,3939,2265,2294,2302,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),282,305,294,324,353,382,413,278,176,111,88,158,166,150,140,16,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),848,922,609,526,423,449,328,366,340,234,160,133,97,132,87,126,
其他非流动资产(万元),,,,,,,,,,,,,,,,,
非流动资产合计(万元),41799,39965,38642,36128,34641,34877,35306,32534,32404,29642,27533,19247,16077,13694,13585,13048,
资产总计(万元),201751,206643,206832,189625,120084,132131,108874,107637,90999,92162,80171,74077,50205,55934,45555,32281,
短期借款(万元),,,,,,,,,,3000,6000,7400,9300,11200,8200,5530,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),27438,26041,,24920,,22474,13520,17657,8184,9627,4105,3700,5355,8814,5710,2563,
应付账款(万元),22034,31999,,25660,,35357,28910,26410,24740,24736,23660,23094,15299,16867,18284,13539,
预收账款(万元),2379,1621,4767,4824,2075,2327,3872,2493,3279,2562,2025,1857,961,2037,1253,715,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1778,1673,2228,2302,1186,1228,1744,1053,1622,973,1651,1200,740,290,483,230,
应交税费(万元),1138,3499,1999,800,752,2480,683,2204,608,1934,-75,2076,9,810,60,-280,
应付利息(万元),,,,,,,5,7,8,11,16,13,16,,16,11,
应付股利(万元),4,4,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,2802,,1524,,1749,415,526,225,802,253,447,1930,1605,1080,2007,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,3000,3600,1500,1032,,,,,,,
其他流动负债(万元),67,67,56,39,,,,,,,,,,,,,
流动负债合计(万元),57191,67706,72114,60068,50982,65616,52148,53950,40167,44677,37635,39786,33611,41623,35087,24315,
长期借款(万元),,,,,,,,,3000,3096,4300,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),409,426,356,231,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,
非流动负债合计(万元),409,426,356,231,0,0,0,0,3000,3096,4300,0,0,0,0,0,
负债合计(万元),57600,68132,72470,60299,50982,65616,52148,53950,43167,47773,41935,39786,33611,41623,35087,24315,
实收资本(或股本)(万元),11320,11200,8000,8000,6000,6000,6000,6000,6000,6000,6000,6000,5405,5100,5100,5100,
资本公积(万元),71423,69376,72576,72576,15906,15906,15906,15906,15906,15906,15906,15906,3660,1525,1525,1525,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,
盈余公积(万元),7706,5898,5966,5966,5796,5538,4575,4274,3388,3011,2128,1727,940,405,405,156,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
