报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10715,8660,7516,8512,6769,5261,6285,30147,10477,11073,12567,11270,8048,10513,6779,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),5741,4916,5442,6384,5024,4226,4175,5086,3822,2819,3514,3170,3872,3150,3050,
应收账款(万元),19655,18474,17681,16556,19038,17239,16730,14737,15121,13316,11136,10337,9571,8357,7732,
预付款项(万元),483,393,427,403,1262,1086,873,691,730,590,476,292,185,117,111,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),168,446,204,358,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,598,,607,361,312,533,284,916,274,127,291,132,215,1246,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),5356,5352,4501,3990,4364,4795,3959,3196,2527,2712,2867,3264,2989,2986,3176,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),23498,25090,25027,23027,24269,25420,23186,,175,142,110,,,,,
流动资产合计(万元),66124,63930,61554,59838,61088,58339,55741,54142,33766,30927,30798,28625,24796,25337,22093,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),1423,1443,,,,,,,,,,,,,,
固定资产原值(万元),,19055,,21220,,19769,,19620,,19708,17755,,9928,9403,,
累计折旧(万元),,6630,,7044,,6520,,6050,,5574,5088,,4449,3867,,
固定资产净值(万元),,12425,,14176,,13250,,13570,,14134,12667,,5479,5536,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,12425,,14176,13653,13250,13504,13570,10399,14134,12667,7456,5479,5536,4214,
在建工程(万元),,119,,,164,622,444,462,197,5,36,3599,6198,3828,409,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),5979,6017,6057,6098,6138,6178,6219,6259,9287,6323,6403,8218,6424,3343,1215,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),1309,1207,1122,1049,860,884,875,860,545,1003,545,723,403,474,527,
其他非流动资产(万元),760,548,691,623,,,,,,,,21,33,1608,5780,
非流动资产合计(万元),21816,21759,21980,21946,20815,20934,21041,21151,20428,21465,19651,20017,18537,14788,12146,
资产总计(万元),87941,85688,83534,81784,81903,79273,76782,75293,54194,52392,50450,48642,43333,40126,34239,
短期借款(万元),,,,,,,,,,,2000,4000,2000,4000,2000,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),3211,3389,,4097,,4706,5297,5093,4231,5163,4985,5935,4751,3553,3436,
预收账款(万元),332,360,431,454,387,388,135,338,565,243,312,308,285,200,207,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),445,421,235,386,316,210,194,217,393,371,160,200,136,167,199,
