报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),44801,34267,32117,30461,23081,50709,39719,44370,65408,80025,22274,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),800,7500,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),257,253,558,387,,,,317,,,465,
应收账款(万元),48398,48065,40782,35925,,,,32452,,,19611,
预付款项(万元),4501,4209,4679,3969,6004,2672,3757,15736,3073,2932,6128,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,3201,,3855,,,,4661,,,33435,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),30490,26726,30952,28570,28212,24571,27294,20359,24869,23848,31647,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,10000,10000,,,,
其他流动资产(万元),1989,1888,7421,1443,6742,18181,8211,1897,3830,88,50,
流动资产合计(万元),134783,126110,121228,104610,108597,140710,123869,129793,135130,156215,113610,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,40,40,40,40,40,60,1060,4739,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,10000,10000,,
长期股权投资(万元),39455,37617,38466,38559,37203,35548,36031,33045,34023,3504,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),1358,1418,1477,1537,1597,1657,1777,1896,2034,,,
固定资产原值(万元),,323067,,313398,307608,301505,283392,,251634,223671,,
累计折旧(万元),,115847,,106120,101911,96873,90290,,76800,72137,,
固定资产净值(万元),,207219,,207278,205697,204632,193102,,174834,151534,,
固定资产减值准备(万元),,7693,,8183,8135,8374,7973,,8178,9518,,
固定资产(万元),,199527,,199095,197563,196258,185128,189200,166656,142016,105996,
在建工程(万元),,9914,,6633,5789,6616,15929,6842,26632,21538,11330,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),32632,32836,32978,32821,33016,32998,33095,33157,31554,29595,24685,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),22205,22281,22178,22370,23780,23613,23524,21250,20390,19146,10370,
开发支出(万元),,,,,,,,,,,,
商誉(万元),11319,11319,11319,11319,11319,11319,11319,12039,12039,11869,1392,
长期待摊费用(万元),2221,2595,2069,2029,2022,1980,2130,1040,1253,944,1005,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),2154,1969,2030,1766,1770,1918,1827,1828,2321,2697,4743,
其他非流动资产(万元),4792,4507,2965,3316,3442,4587,3439,3654,3576,9228,13457,
