报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),26481,21292,22027,45432,20613,23575,36685,43131,12912,15788,19804,22632,20437,10327,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),,8,53,,,,,,63,,,41,,,
应收账款(万元),33599,31852,30532,27134,31555,29285,26766,22560,24849,21517,17309,14825,14818,11572,
预付款项(万元),900,801,864,990,1220,1088,1092,431,274,346,429,176,323,381,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,753,,582,742,624,631,576,700,668,542,275,400,582,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),9380,9452,9025,7428,10111,9772,9309,8082,10635,10028,9306,12221,10139,8415,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),7407,14042,14587,128,7038,7021,0,105,,64,3,104,69,544,
流动资产合计(万元),78556,78200,77692,81693,71279,71364,74482,74885,49434,48412,47393,50275,46186,31821,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,120,120,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,5607,,5296,,5093,,5079,,5070,5092,,,,
累计折旧(万元),,3622,,3462,,3239,,3079,,2845,2592,,,,
固定资产净值(万元),,1985,,1835,,1854,,1999,,2225,2500,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,1985,1867,1835,1814,1854,1832,1999,2144,2225,2500,2423,2993,2391,
在建工程(万元),,,,,69,69,69,,,,,,18,179,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),191,199,175,178,184,167,147,124,130,137,150,176,169,188,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),141,166,181,221,255,234,124,136,157,190,252,272,532,645,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),817,803,732,732,760,696,587,587,523,523,486,310,292,538,
其他非流动资产(万元),,,,,,,,0,362,334,305,,,,
非流动资产合计(万元),3207,3153,2956,2965,3082,3020,2759,2846,3316,3408,3693,3180,4125,4061,
资产总计(万元),81764,81353,80648,84659,74361,74385,77242,77731,52750,51820,51086,53455,50311,35882,
短期借款(万元),,,,,,,,0,1000,3000,3000,,2700,2500,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),299,1855,,2050,,1655,,0,,1546,503,,3929,1500,
应付账款(万元),9800,9550,,10710,,8570,12514,10821,10577,7835,9998,17044,13723,13291,
预收账款(万元),482,251,303,379,263,160,290,452,365,266,148,820,3335,1017,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),1110,651,619,2956,591,568,523,2725,554,498,856,1719,1554,1043,
应交税费(万元),656,842,270,1244,815,901,548,1089,951,936,899,1718,927,1651,
应付利息(万元),,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,923,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
