报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),11785,12122,12360,11523,10826,11348,19230,18951,3694,2360,2077,4572,1884,3303,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),4238,3780,4238,6014,5374,4891,4366,4581,4249,3794,4197,3175,2912,2284,
应收账款(万元),6945,6769,7035,6017,6774,7691,8225,7928,6500,7728,6784,6546,5694,5872,
预付款项(万元),174,138,143,157,181,181,120,135,206,94,76,123,58,43,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,16,,21,33,25,16,45,46,35,66,55,82,81,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),2004,2028,1965,1950,1971,2081,2090,1835,2312,1971,1626,1373,1376,1268,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),8000,8000,8051,8105,8005,8000,1,8,449,425,387,,1000,,
流动资产合计(万元),33157,32853,33808,33788,33165,34216,34048,33482,17457,16407,15213,15844,13005,12852,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),292,301,310,319,,,,,,,,,,,
固定资产原值(万元),,21781,,21904,,21804,,20900,20917,20562,19899,9198,9022,,
累计折旧(万元),,8325,,7874,,7608,,6963,6670,6329,5646,4852,4214,,
固定资产净值(万元),,13455,,14029,,14196,,13938,14246,14232,14253,4346,4808,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,13455,,14029,14140,14196,13943,13938,14246,14232,14253,4346,4808,5011,
在建工程(万元),,1454,,1145,,,,,,,,7313,5907,1015,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),1911,1923,1940,1968,1990,2005,2010,2037,2064,2091,2001,2034,2001,2045,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),174,168,165,162,116,120,118,117,99,104,98,96,80,75,
其他非流动资产(万元),396,356,174,7,440,65,225,192,16,80,344,385,74,37,
非流动资产合计(万元),17667,17656,17445,17631,16686,16386,16295,16284,16426,16507,16697,14174,12871,8183,
资产总计(万元),50823,50508,51253,51419,49851,50603,50343,49766,33883,32913,31909,30018,25877,21034,
短期借款(万元),,,,,,,,,,,,,1000,1000,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),,,,119,,,,,,,200,,,,
应付账款(万元),1269,1326,,1868,,1475,1648,1553,2044,1936,1929,1851,2143,1025,
预收账款(万元),17,11,7,24,19,60,67,53,14,9,80,12,6,3,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),521,457,483,649,604,591,600,777,718,677,905,927,835,773,
应交税费(万元),167,238,320,193,221,276,444,442,262,291,205,422,353,212,
应付利息(万元),,,,,,,,,,,,,2,2,
应付股利(万元),,,,,,,,,,,,455,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,30,,9,5,9,102,728,46,21,16,795,781,776,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),1982,2062,2216,2861,1962,2412,2861,3552,3084,2936,3335,4462,5120,3791,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,
预计非流动负债(万元),75,77,82,86,91,93,94,94,89,88,78,71,67,70,
长期递延收益(万元),384,386,389,391,393,,,,,,,6,26,45,
递延所得税负债(万元),,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,
非流动负债合计(万元),459,463,470,477,484,93,94,94,89,88,78,78,93,116,
负债合计(万元),2441,2525,2687,3338,2446,2505,2955,3646,3173,3024,3414,4540,5213,3907,
实收资本(或股本)(万元),10600,10600,10600,10600,10600,10600,10600,10600,7950,7950,7950,7950,6300,6300,
资本公积(万元),28402,28402,28402,28402,28402,28402,28402,28402,16675,16675,16675,16675,,,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),1036,1027,1027,1027,761,761,761,761,393,393,393,97,2151,1788,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),8344,7954,8537,8052,7641,8335,7625,6357,5692,4872,3478,756,12213,9039,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),48382,47983,48566,48081,47405,48098,47388,46120,30710,29890,28496,25478,20664,17128,
少数股东权益(万元),,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),48382,47983,48566,48081,47405,48098,47388,46120,30710,29890,28496,25478,20664,17128,
负债和所有者权益(或股东权益)总计(万元),50823,50508,51253,51419,49851,50603,50343,49766,33883,32913,31909,30018,25877,21034,		
