报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),3690,4754,6275,19171,15598,14058,9488,27702,20303,6962,7987,3285,5257,11111,9080,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,1500,,3010,5261,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),61,,140,620,415,490,833,1323,420,600,10,54,127,,,
应收账款(万元),16668,15170,17065,15315,18220,17105,13495,13504,9170,8887,10728,5004,3404,5715,4421,
预付款项(万元),8568,7854,5878,2652,6359,6446,6839,3653,5130,3776,3727,862,166,474,218,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),446,446,446,649,26,105,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,896,,821,,1459,762,187,1237,1577,238,184,195,228,2302,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),7363,6681,4379,4387,3297,2837,4469,4618,2908,2127,2601,3533,2792,1158,367,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,511,,,
其他流动资产(万元),4812,4891,4631,5235,367,347,12360,190,8183,7054,76,3803,3130,,97,
流动资产合计(万元),42512,40692,41187,48851,48845,48106,48245,51177,47351,30982,25367,16725,15582,18686,16485,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),6020,6014,6043,95,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,7775,,7772,,7829,,7561,,7355,7238,7271,5709,,,
累计折旧(万元),,6397,,6256,,6082,,5703,,5256,4803,3753,2640,,,
固定资产净值(万元),,1377,,1516,,1747,,1859,,2099,2435,3518,3069,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,1377,,1516,1559,1747,1776,1859,2055,2099,2435,3518,3069,3147,3063,
在建工程(万元),,,,,,,,,168,163,,33,1085,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),9340,9387,9485,9480,9553,9549,9616,9691,9703,9766,9910,10280,639,1051,1852,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),1714,1857,1976,2123,2200,2343,2486,2558,2615,2762,3236,4207,750,1126,1165,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),,,,,,,,,,,,35,8,,22,
其他非流动资产(万元),,,,76,,,,,,,96,259,8678,3942,291,
非流动资产合计(万元),18326,18635,18874,13290,13311,13639,13878,14108,14542,14791,15676,18332,14229,9265,6393,
资产总计(万元),60838,59327,60061,62141,62157,61746,62123,65285,61893,45773,41043,35056,29811,27951,22878,
短期借款(万元),1500,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
应付账款(万元),5647,5686,,4531,,5597,4622,6153,5743,5018,3296,1504,1710,1778,540,
预收账款(万元),771,703,731,729,1245,1315,996,1953,1337,1677,1891,1698,767,733,519,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),341,268,278,1595,283,249,272,1832,454,463,1298,1426,1351,1309,184,
应交税费(万元),88,14,127,95,244,219,218,282,113,173,135,83,167,445,127,
应付利息(万元),,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,688,,754,445,468,527,307,175,195,454,378,309,289,383,
