报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),1591691,1353473,1300331,1482854,1589488,1790774,1598031,1642616,1550901,1498027,1484389,1553039,1563175,1547085,1408763,1502599,1478205,1608029,1409060,1115120,926713,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),17222,31678,40692,145000,105000,35955,39432,,16592,23033,5519,20811,,50000,44523,191948,51834,,1219,,,
交易性金融资产(万元),994448,931954,1135881,377077,75744,80633,90895,102030,104032,95490,231437,117628,221997,55482,305649,108787,76003,43337,37980,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),,,,,,,,,,,,,,,,,,,,,,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,100926,86506,71746,70279,69055,74773,75302,70312,62499,69879,67355,67697,65479,61790,55133,38898,23566,16586,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),52379,26007,282039,257239,421649,446891,127161,296060,148037,,279975,99200,97468,,20000,110000,138309,91822,10000,,19988,
存货(万元),,,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
