报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),35338,43218,14085,14780,11572,11972,16654,11219,19818,16776,23449,8993,18224,16799,8308,4771,15778,12183,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),69,50,107,85,52,51,,,,,,,,,,,,,
应收账款(万元),32460,27319,25520,23877,15313,11784,10349,9184,9120,11942,9681,9762,7328,8889,11591,8145,3042,9561,
预付款项(万元),348,204,238,139,147,123,48,44,65,101,91,91,70,34,32,5,9,10,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,833,,8430,1153,1151,640,637,30,37,44,11,78,40,149,202,207,15,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),902,712,602,587,561,588,472,498,497,556,510,505,459,425,549,266,251,140,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),184,157,131,105,,,,,,,,,,,,,,,
其他流动资产(万元),5748,6149,5323,3930,3109,2909,1097,807,418,374,53,56,,,,,,,
流动资产合计(万元),75867,78642,46942,51933,31906,28578,29260,22389,29949,29787,33829,19417,26159,26186,20629,13388,19286,21909,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),7779,7832,7884,7935,1147,1169,,,,,,,,,,,,,
长期股权投资(万元),6320,3970,2262,2278,2293,2311,2333,2351,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,196627,,185784,,142989,,130902,,124159,,123869,,121613,119358,69223,44884,44056,
累计折旧(万元),,52946,,47332,,42992,,37152,,36361,,32966,,29452,26039,21727,18550,16058,
固定资产净值(万元),,143681,,138452,,99997,,93750,,87798,,90903,,92161,93319,47497,26334,27998,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,143681,,138452,137359,99997,96540,93750,96390,87798,89327,90903,90671,92161,93319,47497,26334,27998,
在建工程(万元),,30579,,35088,33152,62533,40532,35306,24677,31172,24534,23578,26728,23423,15706,23317,12885,3125,
工程物资(万元),,0,,5,,,,,,,,,,,,,,,
固定资产清理(万元),,1,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),101691,102643,81226,82049,78113,78790,47077,39070,39425,39768,40071,40426,35366,35659,36247,32675,26053,13096,
开发支出(万元),,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),510,542,561,608,327,354,291,310,119,130,55,61,66,72,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),937,964,990,951,920,831,819,710,579,699,650,650,634,643,698,628,414,389,
其他非流动资产(万元),3687,3169,8793,2704,3449,1925,7900,6971,259,372,605,185,836,758,1472,888,1395,,
非流动资产合计(万元),300367,293382,280983,270070,256760,247912,195492,178468,161449,159939,155243,155804,154302,152716,147441,105005,67081,44608,
资产总计(万元),376234,372024,327925,322003,288666,276489,224752,200857,191398,189726,189071,175221,180461,178903,168070,118393,86367,66517,
短期借款(万元),16000,18900,20800,21800,21600,17900,16000,4000,4000,9100,9100,10000,12010,12900,13300,3960,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,8000,8000,8000,,,,
应付账款(万元),33472,28123,,41527,,34822,17323,15216,11113,20380,20544,31157,38283,36982,37915,22937,5210,663,
预收账款(万元),3,1,,,,39,,,,,,,,,,,,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1355,1085,844,1846,1146,831,754,1459,627,725,538,1139,332,372,518,675,317,158,
应交税费(万元),1393,1232,1879,2172,1794,1145,1492,1165,934,681,1222,1005,870,927,1078,725,676,818,
应付利息(万元),1123,1079,971,962,769,477,43,44,68,66,65,93,54,56,,,,,
应付股利(万元),,2340,,,,,,,,,,,,,,,13660,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
