报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),58241,78941,65133,49247,41979,82070,78681,59081,48658,66235,65116,61612,45134,41384,40818,30532,25917,15304,14974,10680,8013,2518,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收票据(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收账款(万元),485,333,228,362,580,547,400,460,214,396,340,290,351,307,327,359,288,326,483,334,326,280,
预付款项(万元),472,566,326,563,407,464,316,302,190,249,174,244,1167,1078,689,926,1416,1739,2880,2134,1397,1377,
应收保费(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收利息(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收股利(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
其他应收款(万元),,698,,591,471,547,403,375,372,383,265,353,306,384,341,491,519,437,231,218,121,124,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
存货(万元),4377,4058,3618,3659,3437,3095,3636,2981,3041,2869,2771,2370,2140,2326,2596,2355,2594,2307,2222,1438,943,967,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
其他流动资产(万元),201,248,20000,42027,47038,3063,47,25047,29156,9400,3000,9801,,,,,,,,0,0,0,
流动资产合计(万元),64601,84845,89930,96449,93913,89785,83485,88246,81631,79532,71667,74670,49098,45479,44771,34664,30735,20114,20789,14804,10799,5266,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
持有至到期投资(万元),37000,10000,,,,,,,,,,,,,,,,,,0,0,0,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
长期股权投资(万元),473,476,409,388,100,125,65,73,,,,,,,,,,,,0,0,0,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,0,0,0,
投资性房地产(万元),932,956,989,1005,1131,1053,2503,2547,2591,2635,2679,2723,2767,2812,2900,1397,145,,,0,0,0,
固定资产原值(万元),,21151,,20735,,20013,,17592,,14661,,13798,13792,13834,13739,,,,,5697,0,0,
