报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),7466,7011,17354,15604,7076,7877,12941,12872,6161,9760,8338,7571,3122,3578,2732,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),15448,12630,62,110,76,58,35,16,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),4034,3999,1800,2303,2228,2468,2732,2690,1772,2208,3499,1692,2405,2985,1851,
应收账款(万元),15793,16283,19897,15721,15046,12260,15143,12333,14240,13074,13724,9305,11195,13890,10655,
预付款项(万元),70,53,924,65,129,37,182,136,289,96,28,28,11,65,57,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),35,36,5,5,,,,,,,,,,3,5,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,338,,166,157,69,49,66,60,156,93,62,70,111,143,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),10289,9338,8832,8304,9984,9362,8036,9778,8196,7798,9875,5885,10077,7869,8752,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,16,42,,6,
其他流动资产(万元),5093,5228,15482,21200,29814,29801,28052,28381,349,330,248,11,160,3358,13,
流动资产合计(万元),58508,54916,64724,63479,64510,61933,67169,66271,31067,33422,35806,24571,27082,31859,24214,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,198,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,28822,,25964,,19093,,15260,,14895,14178,,,,,
累计折旧(万元),,8684,,7308,,6746,,6184,,5822,5308,,,,,
固定资产净值(万元),,20138,,18657,,12347,,9076,,9073,8870,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,20138,,18657,13241,12347,8962,9076,8977,9073,8870,9335,9493,7779,7891,
在建工程(万元),,3534,,1509,5825,4806,4768,4443,2224,1205,386,,31,611,185,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),4710,4769,4792,4092,4114,4137,4159,4182,4204,4227,4183,1262,1276,1305,1335,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),11744,10705,9387,,,,,,,,,,,,,
长期待摊费用(万元),52,57,63,,,,,,,,,,,103,163,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),69,70,100,65,90,73,99,82,106,93,104,72,94,176,174,
其他非流动资产(万元),371,730,518,2308,553,926,1607,973,781,300,75,121,223,541,126,
非流动资产合计(万元),40991,40004,38122,26630,23823,22288,19596,18756,16292,14898,13617,10790,11315,10515,9875,
资产总计(万元),99500,94920,102846,90109,88333,84221,86765,85027,47359,48320,49424,35361,38397,42374,34088,
短期借款(万元),,,,,,,,,,1535,4900,5700,1000,,600,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),3002,2237,,1975,,4629,4870,4237,3127,5235,780,,987,2330,720,
应付账款(万元),10261,9608,,9089,,6823,7678,8101,6628,6592,11139,3233,6357,9625,7453,
预收账款(万元),752,604,170,12,2,21,22,1,37,2,15,20,74,76,177,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,
应付职工薪酬(万元),1197,1064,724,810,877,596,463,963,789,591,596,607,659,634,657,
应交税费(万元),801,729,1414,394,749,631,763,564,897,599,913,426,599,976,477,
应付利息(万元),,,,,,,,,,1,5,12,,,1,
应付股利(万元),,,,,,,,,,,,,2750,,,
其他应交款(万元),,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,
其他应付款(万元),,2789,,491,344,224,148,439,174,182,1765,143,336,2949,3532,
预提费用(万元),,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,
流动负债合计(万元),19129,17030,22952,12771,14746,12926,13943,14306,11652,14738,20112,10141,12762,16590,13617,
长期借款(万元),,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,
长期递延收益(万元),122,127,131,136,25,27,28,30,31,33,36,39,42,48,54,
递延所得税负债(万元),525,544,543,576,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,
非流动负债合计(万元),647,671,674,712,25,27,28,30,31,33,36,39,42,48,54,
负债合计(万元),19776,17701,23627,13483,14771,12952,13972,14336,11683,14771,20148,10180,12804,16638,13671,
