报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),88406,61882,58979,45370,32781,41533,41221,14791,18967,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),7625,7185,6684,4582,,,2607,3270,3906,
应收账款(万元),20140,18531,18720,22660,,,22246,22009,20250,
预付款项(万元),263,306,80,117,291,231,104,105,4,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),352,,284,119,,,4,236,247,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,,93,100,,,70,93,105,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),10723,11419,12419,13817,16920,19220,10386,9042,10365,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),1092,994,473,661,496,439,333,3249,166,
流动资产合计(万元),128715,100673,97732,87425,79169,86488,76971,52794,54010,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),,,,,,,,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,,129694,129595,,,,,,
累计折旧(万元),,,104741,104167,,,,,,
固定资产净值(万元),,,24953,25428,,,,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,,24953,25428,25661,25794,23800,25130,27959,
在建工程(万元),,,,,35,20,317,441,508,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),10528,10596,10664,7038,7137,7235,1441,1374,1419,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),,,20,48,106,164,,,,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),840,840,849,800,964,670,554,313,468,
其他非流动资产(万元),14903,10978,5059,7471,4382,78,2229,933,86,
非流动资产合计(万元),59654,50206,41948,40963,38285,33960,28342,28191,30440,
资产总计(万元),188370,150879,139679,128388,117454,120449,105313,80986,84450,
短期借款(万元),24989,25405,14648,6353,2210,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),3948,1993,3819,4388,,,1836,554,4060,
应付账款(万元),4509,4520,4917,3377,,,8941,6576,7630,
预收账款(万元),46,5,12,21,29,31,34,29,17,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),2897,2168,1947,3572,2709,3422,2684,1399,1182,
应交税费(万元),1450,727,1004,578,1272,740,2202,1021,957,
应付利息(万元),32,,21,23,,,,,,
应付股利(万元),8036,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,14,21,,,57,73,80,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),1572,2208,2485,2295,3203,2470,2195,1707,1874,
流动负债合计(万元),47772,37074,28867,20627,18905,21026,17949,11357,15800,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),379,390,401,413,157,166,,,,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),379,390,401,413,157,166,0,0,0,
负债合计(万元),48151,37464,29269,21040,19062,21192,17949,11357,15800,
实收资本(或股本)(万元),87780,79000,79000,79000,79000,79000,79000,52253,52253,
资本公积(万元),29411,4645,4645,4645,4645,4645,243,,,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),3746,3746,3746,3746,2039,2039,812,10277,9533,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),19281,26022,23017,19955,12707,13571,7308,7098,6864,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),140219,113415,110411,107348,98392,99257,87364,69628,68649,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),140219,113415,110411,107348,98392,99257,87364,69628,68649,
负债和所有者权益(或股东权益)总计(万元),188370,150879,139679,128388,117454,120449,105313,80986,84450,		
