报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),186152,178454,72645,61123,51806,44811,38349,20200,16549,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),10000,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),,86,,,,,,,,
应收账款(万元),28572,25981,21638,19009,9804,5160,5790,5292,5135,
预付款项(万元),832,1124,1889,965,769,246,426,156,120,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),740,734,558,545,337,95,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,294,,260,207,206,,208,232,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),8,8,8,10,21,5,5,12,14,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),374,1452,170,271,188,17,106,1377,444,
流动资产合计(万元),226982,208133,97398,82183,63132,50539,44873,27245,22495,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,3002,2,2,2,,8,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),655,649,584,613,590,49,128,,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,12999,,11753,9740,,7301,,,
累计折旧(万元),,3834,,3250,2292,,1486,,,
固定资产净值(万元),,9165,,8504,7448,,5815,,,
固定资产减值准备(万元),,225,,225,22,,22,,,
固定资产(万元),,8940,,8279,7426,5780,5793,4783,2590,
在建工程(万元),,771,,210,200,733,,784,987,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),27419,28980,6220,6286,4580,3318,2989,1233,976,
开发支出(万元),,,,,,,,,,
商誉(万元),3929,3929,3929,3929,3929,3929,3929,,,
长期待摊费用(万元),64,91,117,143,183,178,203,289,64,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),134,126,149,172,178,134,110,24,45,
其他非流动资产(万元),828,505,494,214,117,233,338,224,90,
非流动资产合计(万元),46616,46992,22963,22848,17204,14356,13564,7337,4759,
资产总计(万元),273598,255126,120361,105032,80335,64895,58437,34582,27254,
短期借款(万元),,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,159,145,166,,
应付账款(万元),53859,46589,,20535,15315,8085,4856,2735,2450,
预收账款(万元),2860,3141,3159,2800,437,1302,235,332,462,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),6581,5373,4846,6787,5270,3194,3462,1330,1264,
应交税费(万元),557,277,634,202,317,172,565,205,171,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,346,,318,653,188,,4949,2565,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),753,1308,743,811,669,295,178,110,73,
流动负债合计(万元),64849,57034,39482,31453,22662,13394,12331,9826,6985,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),2128,2100,2201,2241,1671,1186,1002,1049,300,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),2236,2192,2277,2301,1671,1186,1002,1049,300,
负债合计(万元),67085,59226,41759,33754,24333,14581,13333,10875,7285,
实收资本(或股本)(万元),12837,12837,9627,9627,9627,9627,9627,1538,1538,
资本公积(万元),135920,135920,31576,31576,31666,31666,31666,11708,11708,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),3529,3529,3529,3529,1455,311,293,969,664,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),54122,43510,33761,26416,12977,8288,3157,7077,4469,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),206407,195796,78493,71148,55724,49892,44742,21292,18379,
少数股东权益(万元),105,104,109,129,279,423,361,2415,1590,
所有者权益(或股东权益)合计(万元),206513,195900,78602,71278,56003,50314,45104,23707,19969,
负债和所有者权益(或股东权益)总计(万元),273598,255126,120361,105032,80335,64895,58437,34582,27254,		
