报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),21631,28247,39760,25685,60838,70013,69433,21652,24280,52312,64312,36671,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,
应收票据(万元),17238,21840,19705,31811,28078,24269,17140,21504,20315,14642,8968,9193,
应收账款(万元),12802,9865,16441,6083,10387,11630,10853,5887,13725,8439,10914,9007,
预付款项(万元),6683,2347,6603,1169,4046,2726,3225,2255,2212,2253,2261,2159,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,3477,,2704,2608,2397,3559,1310,2573,1888,2318,4142,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),22099,25017,21477,23913,25156,24185,25216,23373,21996,17613,25197,26151,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,
其他流动资产(万元),21383,25432,27208,26447,1816,2731,1472,2878,2537,3106,3064,24872,
流动资产合计(万元),106102,116226,134870,117811,132929,137952,130898,78859,87637,100253,117034,112194,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,
长期股权投资(万元),,2140,2140,1499,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,
固定资产原值(万元),,299680,,296573,,275690,,260395,,249367,,,
累计折旧(万元),,142027,,133815,,125946,,118537,,100690,,,
固定资产净值(万元),,157653,,162758,,149744,,141858,,148677,,,
固定资产减值准备(万元),,1832,,1839,,1948,,1984,,1948,,,
固定资产(万元),,155822,,160919,146287,147796,142241,139874,143883,146729,137634,135210,
在建工程(万元),,23576,,11997,19037,15244,22571,23266,15411,7222,24920,17695,
工程物资(万元),,,,,,,,,,,,208,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),56984,53686,52777,53065,51958,51217,51658,52116,53300,54134,52791,54972,
开发支出(万元),74,74,74,74,,,,,,,,,
商誉(万元),1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,
长期待摊费用(万元),402,433,485,30,30,42,54,50,67,,,,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),2987,3098,3232,3556,4734,5557,5339,5176,4335,4381,4409,4577,
其他非流动资产(万元),2912,7967,5646,7196,8112,8118,8087,9920,10743,13327,11531,5566,
非流动资产合计(万元),250844,248027,238828,239569,231390,229206,231181,231632,228970,227024,232516,219458,
资产总计(万元),356946,364253,373699,357379,364319,367158,362079,310492,316607,327277,349551,331652,
短期借款(万元),16500,17200,19200,13800,19200,20000,20500,20100,28200,32500,49600,40615,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),,,,100,,580,1300,1000,400,,10541,9250,
应付账款(万元),15898,15685,,13032,,12301,9327,13969,11761,10283,19921,13021,
预收账款(万元),4645,4882,4798,5926,6480,6314,5832,6054,6315,7532,11133,11014,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),3936,3762,5159,5072,7995,6708,6369,5428,7323,6197,3564,2471,
应交税费(万元),1185,1366,3088,1683,3162,2882,3298,3142,3509,3866,5230,4553,
应付利息(万元),43,55,54,65,63,67,82,78,81,67,92,44,
应付股利(万元),,4913,,,100,4964,95,95,,136,,4,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,14027,,14860,,14493,13946,13222,19422,17243,11922,16751,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),1977,2177,2453,22603,15088,19290,6140,6140,4168,7945,15445,25400,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),55610,64066,57417,77140,78439,87599,66889,69228,81180,85770,127448,123124,
长期借款(万元),26400,26250,41350,10700,22284,17284,31403,31403,34923,31742,38435,20150,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,682,,682,2682,682,682,682,1683,17375,682,20682,
专项应付款(万元),,2800,,2000,,2000,2000,2000,,,,,
预计非流动负债(万元),226,226,245,249,47,47,47,54,52,8,22,,
长期递延收益(万元),888,1365,1424,1465,1474,1549,1624,1700,1818,1967,1433,845,
递延所得税负债(万元),476,543,505,541,836,872,944,944,1017,1089,1253,1416,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),38867,39526,55037,23905,35052,30586,45586,46316,49124,63193,51216,55086,
负债合计(万元),94477,103592,112455,101046,113491,118185,112475,115544,130303,148963,178665,178210,
实收资本(或股本)(万元),91775,91775,91775,91775,91775,91775,91775,76775,76775,76775,76775,76775,
资本公积(万元),60161,60161,60161,60161,58157,58157,58157,24282,24282,24282,24282,24282,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),130,81,20,0,111,141,191,3,292,208,483,890,
盈余公积(万元),8264,8264,8264,8264,7795,7795,7982,7795,7023,7023,5794,3887,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),85445,83311,83411,78925,76695,75410,76442,71625,64842,57556,50074,35310,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),245227,243130,243253,238836,234606,233352,234584,180516,173242,165833,157397,141178,
少数股东权益(万元),17243,17531,17991,17497,16222,15620,15020,14432,13062,12481,13489,12264,
所有者权益(或股东权益)合计(万元),262469,260661,261244,256334,250828,248972,249604,194948,186304,178314,170886,153442,
负债和所有者权益(或股东权益)总计(万元),356946,364253,373699,357379,364319,367158,362079,310492,316607,327277,349551,331652,		
