报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),123353,122705,130575,124203,121284,111614,108848,101021,69692,78893,90143,92105,30932,22322,17788,12698,7299,10702,10559,14263,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,19,,19,,45,,,,,,,,,,3,40,10,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,
应收票据(万元),3236,2842,4338,6624,6464,3075,2222,3478,5447,7089,6090,4097,4706,2474,5179,2787,348,2286,1485,1222,
应收账款(万元),22051,30278,28143,27612,22228,28059,24504,22767,18858,29167,29207,26314,22908,23818,18364,16060,20121,13446,13374,12676,
预付款项(万元),1705,1244,2769,1737,2747,1194,1947,1490,1880,1008,1479,1136,1436,1191,598,675,518,405,344,884,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,4,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,668,,1738,1849,135,208,113,213,121,295,371,688,398,416,391,273,428,380,662,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
存货(万元),24524,22338,20177,20380,17238,17800,20251,19911,15275,15952,15530,15544,12768,12228,13192,15674,15759,13457,12535,8974,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),13121,8784,139,313,14,,13,84,28861,8081,151,430,9,99,206,344,976,557,435,337,
流动资产合计(万元),188658,188860,187986,182609,171843,161876,158039,148864,140226,140314,142895,139997,73447,62530,55742,48629,45298,41320,39122,39018,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),4613,4374,4216,4253,4085,3936,3509,3720,3786,3833,3059,3293,3332,2713,2773,2115,766,942,433,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,69203,,68499,,64310,,57576,,56301,,55195,53310,,47052,,40238,,,,
累计折旧(万元),,31398,,29398,,27166,,25102,,23632,,21643,20612,,17938,,13089,,,,
固定资产净值(万元),,37805,,39101,,37144,,32474,,32669,,33552,32698,,29115,,27149,,,,
固定资产减值准备(万元),,513,,514,,514,,514,,,,,,,,,,,,,
固定资产(万元),,37292,,38587,35628,36630,36638,31961,32103,32669,33199,33552,32698,28580,29115,26625,27149,25381,23065,23357,
在建工程(万元),,8776,,4472,3063,2387,3764,8518,7187,4476,3555,2062,2186,5088,4654,5539,2631,3282,1124,454,
工程物资(万元),,315,,,,,,,,,,,,,,,116,26,,,
固定资产清理(万元),,7,,0,,,,,,,-3,,,,,2,,,42,3,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,
无形资产(万元),7061,7075,7119,7163,7176,7223,7255,3321,3327,3350,3374,3398,3423,3467,3492,3592,3307,3307,2730,3211,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,,,
长期待摊费用(万元),2145,2308,2203,1856,2047,1988,2127,655,701,763,828,809,853,596,638,513,391,336,245,41,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),580,649,455,479,474,489,687,590,479,485,543,523,506,593,548,357,261,107,90,80,
其他非流动资产(万元),13996,13065,11082,6629,5124,4447,1994,6345,7328,7050,6240,5873,4604,2237,2246,1915,1333,1280,650,282,
非流动资产合计(万元),84007,73861,70370,63438,57598,57101,55973,55109,54910,52626,50795,49510,47602,43274,43465,40658,35953,34662,28379,27427,
资产总计(万元),272666,262721,258356,246047,229441,218977,214012,203973,195136,192940,193690,189506,121049,105804,99208,89288,81251,75982,67501,66445,
短期借款(万元),,,,,,,,,,,,,4000,5000,5000,7792,14152,7254,15428,18286,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),115,197,,,,94,,,,,,,,,,,,,,15,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,
应付票据(万元),4383,4858,,1767,,,,,,4770,8310,9250,9360,6000,6190,11126,2124,1935,385,3450,
应付账款(万元),11553,10627,,12039,,8149,9949,9030,9328,10373,10216,11347,7231,10789,10421,9589,10194,9003,3605,4380,
预收账款(万元),1195,633,374,1017,1061,629,619,520,1197,442,263,452,904,624,743,275,548,233,154,20,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2544,2236,1953,2581,2201,1875,1861,2244,1904,1529,1698,2154,2175,1484,1883,1563,1069,1482,607,1038,
应交税费(万元),4228,5095,2243,2367,3594,3872,2931,2703,1587,2220,2235,1400,2691,1895,802,803,365,295,4202,526,
应付利息(万元),,,,,,,,,,,,,,7,7,14,81,45,109,74,
应付股利(万元),,,,,2624,2624,,,,,,,,,,,,,1960,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,1583,,1532,,1253,878,133,136,27,49,77,52,26,40,105,34,34,1892,119,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,
